rep,carbon_count_q,carbon_count_a,ring_count_q,ring_count_a,functional_group_q,functional_group_a,bond_type_q,bond_type_a
iupac,Report the number of carbon atoms in 3-(9-oxoxanthen-4-yl)propanoic acid.,16,How many cyclic structures are in 3-(9-oxoxanthen-4-yl)propanoic acid?,3,Does the molecule 3-(9-oxoxanthen-4-yl)propanoic acid contain a carboxylic_acid functional group?,1,Determine whether 3-(9-oxoxanthen-4-yl)propanoic acid includes at least one double bond.,1
smiles,How many carbon atoms make up the structure NC12C(=O)NC1C2O?,4,"Given the SMILES NC12C(=O)NC1C2O, return its ring count.",2,Determine whether NC12C(=O)NC1C2O includes a halide functional group.,0,Does NC12C(=O)NC1C2O feature any triple bonds?,0
iupac,"Report the number of carbon atoms in 3-chloro-N-[2-[(2,4-dimethoxyphenyl)methyl-methylamino]-2-oxoethyl]-1-benzothiophene-2-carboxamide.",21,"Determine the ring count for 3-chloro-N-[2-[(2,4-dimethoxyphenyl)methyl-methylamino]-2-oxoethyl]-1-benzothiophene-2-carboxamide.",3,"Is a halide group present in 3-chloro-N-[2-[(2,4-dimethoxyphenyl)methyl-methylamino]-2-oxoethyl]-1-benzothiophene-2-carboxamide?",1,"Is a aromatic bond found in the SMILES 3-chloro-N-[2-[(2,4-dimethoxyphenyl)methyl-methylamino]-2-oxoethyl]-1-benzothiophene-2-carboxamide?",1
smiles,Identify the carbon atom count in the molecule COc1cccc2c1NC(=O)C[C@H]2C(=O)NC1CCN(C(=O)c2ccc(C)cc2)CC1.,24,Count the number of rings in COc1cccc2c1NC(=O)C[C@H]2C(=O)NC1CCN(C(=O)c2ccc(C)cc2)CC1.,4,"For the molecule COc1cccc2c1NC(=O)C[C@H]2C(=O)NC1CCN(C(=O)c2ccc(C)cc2)CC1, is a nitro functional group present?",0,Check if the structure COc1cccc2c1NC(=O)C[C@H]2C(=O)NC1CCN(C(=O)c2ccc(C)cc2)CC1 has a triple bond.,0
iupac,"How many carbon atoms make up the structure 2-[cyclopropyl-(3,4-dimethoxybenzoyl)amino]acetic acid?",14,"Report the number of rings in the molecule 2-[cyclopropyl-(3,4-dimethoxybenzoyl)amino]acetic acid.",2,"Is the carboxylic_acid functional group found in 2-[cyclopropyl-(3,4-dimethoxybenzoyl)amino]acetic acid?",1,"Does 2-[cyclopropyl-(3,4-dimethoxybenzoyl)amino]acetic acid feature any aromatic bonds?",1
smiles,Determine the total carbon count for CCN1CC23CC(O2)C13.,7,Find the number of rings contained in CCN1CC23CC(O2)C13.,3,Does CCN1CC23CC(O2)C13 have at least one carboxylic_acid group?,0,Identify whether CCN1CC23CC(O2)C13 has any double bonds.,0
iupac,"For the SMILES N,N-dimethyl-2-[3-(pyridin-2-ylmethyl)-1H-inden-2-yl]ethanamine, how many carbon atoms does it contain?",19,"How many cyclic structures are in N,N-dimethyl-2-[3-(pyridin-2-ylmethyl)-1H-inden-2-yl]ethanamine?",3,"Is a amine group present in N,N-dimethyl-2-[3-(pyridin-2-ylmethyl)-1H-inden-2-yl]ethanamine?",1,"Determine whether N,N-dimethyl-2-[3-(pyridin-2-ylmethyl)-1H-inden-2-yl]ethanamine includes at least one aromatic bond.",1
iupac,"Given [3-(4-fluoroanilino)piperidin-1-yl]-[5-(imidazol-1-ylmethyl)furan-2-yl]methanone, return the number of carbon atoms.",20,"Given the SMILES [3-(4-fluoroanilino)piperidin-1-yl]-[5-(imidazol-1-ylmethyl)furan-2-yl]methanone, return its ring count.",4,Is the nitro functional group found in [3-(4-fluoroanilino)piperidin-1-yl]-[5-(imidazol-1-ylmethyl)furan-2-yl]methanone?,0,Does the chemical structure [3-(4-fluoroanilino)piperidin-1-yl]-[5-(imidazol-1-ylmethyl)furan-2-yl]methanone include triple bonding?,0
iupac,"Determine the total carbon count for N-(2,4-dimethoxyphenyl)-N-prop-2-enyl-2,3-dihydro-1,4-benzodioxine-6-sulfonamide.",19,"Compute the ring count of N-(2,4-dimethoxyphenyl)-N-prop-2-enyl-2,3-dihydro-1,4-benzodioxine-6-sulfonamide.",3,"Check if the structure N-(2,4-dimethoxyphenyl)-N-prop-2-enyl-2,3-dihydro-1,4-benzodioxine-6-sulfonamide contains a amine.",1,"Determine whether N-(2,4-dimethoxyphenyl)-N-prop-2-enyl-2,3-dihydro-1,4-benzodioxine-6-sulfonamide includes at least one double bond.",1
iupac,"How many carbon atoms make up the structure 2-methoxy-N-[1-(5-methyl-1,2,4-oxadiazol-3-yl)cycloheptyl]acetamide?",13,"Report the number of rings in the molecule 2-methoxy-N-[1-(5-methyl-1,2,4-oxadiazol-3-yl)cycloheptyl]acetamide.",2,"Is the carboxylic_acid functional group found in 2-methoxy-N-[1-(5-methyl-1,2,4-oxadiazol-3-yl)cycloheptyl]acetamide?",0,"Does the chemical structure 2-methoxy-N-[1-(5-methyl-1,2,4-oxadiazol-3-yl)cycloheptyl]acetamide include triple bonding?",0
smiles,Report the number of carbon atoms in CC1(C)C(=O)C(C#N)=CC2(C)C3=CC(=O)CCC3(CO)CCC12.,19,How many cyclic structures are in CC1(C)C(=O)C(C#N)=CC2(C)C3=CC(=O)CCC3(CO)CCC12?,3,Does CC1(C)C(=O)C(C#N)=CC2(C)C3=CC(=O)CCC3(CO)CCC12 have at least one alcohol group?,1,Does the molecule CC1(C)C(=O)C(C#N)=CC2(C)C3=CC(=O)CCC3(CO)CCC12 contain any triple bonds?,1
iupac,"How many carbons are present in the molecule 3-(1,4-dimethyl-2,3-dioxoquinoxalin-6-yl)sulfonyl-N-(2-methoxy-4-nitrophenyl)propanamide?",20,"Find the number of rings contained in 3-(1,4-dimethyl-2,3-dioxoquinoxalin-6-yl)sulfonyl-N-(2-methoxy-4-nitrophenyl)propanamide.",3,"Does the SMILES 3-(1,4-dimethyl-2,3-dioxoquinoxalin-6-yl)sulfonyl-N-(2-methoxy-4-nitrophenyl)propanamide encode a nitro functional group?",0,"Check if the structure 3-(1,4-dimethyl-2,3-dioxoquinoxalin-6-yl)sulfonyl-N-(2-methoxy-4-nitrophenyl)propanamide has a triple bond.",0
iupac,Count the number of carbon atoms in methyl 5-chloro-2-[1-(oxolan-3-yl)ethylamino]benzoate.,14,How many ring systems does methyl 5-chloro-2-[1-(oxolan-3-yl)ethylamino]benzoate contain?,2,"For the molecule methyl 5-chloro-2-[1-(oxolan-3-yl)ethylamino]benzoate, is a amine functional group present?",1,Assess whether methyl 5-chloro-2-[1-(oxolan-3-yl)ethylamino]benzoate contains a aromatic bond type.,1
smiles,Report the number of carbon atoms in O=c1ccn(CC=CP(=O)(O)O)c(=O)[nH]1.,7,"Given the SMILES O=c1ccn(CC=CP(=O)(O)O)c(=O)[nH]1, return its ring count.",1,Is a ester group present in O=c1ccn(CC=CP(=O)(O)O)c(=O)[nH]1?,0,"For the molecule O=c1ccn(CC=CP(=O)(O)O)c(=O)[nH]1, does a triple bond exist?",0
smiles,Count the number of carbon atoms in CC12C=CCC1OCC2.,8,Report the number of rings in the molecule CC12C=CCC1OCC2.,2,Does CC12C=CCC1OCC2 have at least one amine group?,0,Identify whether CC12C=CCC1OCC2 has any double bonds.,1
iupac,"Determine the total carbon count for 7-[[(1R)-6,7-dimethoxy-2-(2-phenylacetyl)-3,4-dihydro-1H-isoquinolin-1-yl]methoxy]-4-methylchromen-2-one.",30,"Determine the ring count for 7-[[(1R)-6,7-dimethoxy-2-(2-phenylacetyl)-3,4-dihydro-1H-isoquinolin-1-yl]methoxy]-4-methylchromen-2-one.",5,"Is the amide functional group found in 7-[[(1R)-6,7-dimethoxy-2-(2-phenylacetyl)-3,4-dihydro-1H-isoquinolin-1-yl]methoxy]-4-methylchromen-2-one?",1,"Is a triple bond found in the SMILES 7-[[(1R)-6,7-dimethoxy-2-(2-phenylacetyl)-3,4-dihydro-1H-isoquinolin-1-yl]methoxy]-4-methylchromen-2-one?",0
iupac,"What is the total count of carbon atoms in (2R)-2-amino-N-(2,2-dimethoxyethyl)-2-phenylacetamide?",12,"Count the number of rings in (2R)-2-amino-N-(2,2-dimethoxyethyl)-2-phenylacetamide.",1,"Does (2R)-2-amino-N-(2,2-dimethoxyethyl)-2-phenylacetamide have at least one amine group?",1,"Is a aromatic bond found in the SMILES (2R)-2-amino-N-(2,2-dimethoxyethyl)-2-phenylacetamide?",1
iupac,"Count the number of carbon atoms in 4-[2-(3-chlorophenyl)-3,5-dimethylpyrazolo[1,5-a]pyrimidin-7-yl]morpholine.",18,"Determine the ring count for 4-[2-(3-chlorophenyl)-3,5-dimethylpyrazolo[1,5-a]pyrimidin-7-yl]morpholine.",4,"Does the molecule 4-[2-(3-chlorophenyl)-3,5-dimethylpyrazolo[1,5-a]pyrimidin-7-yl]morpholine contain a carboxylic_acid functional group?",0,"Does 4-[2-(3-chlorophenyl)-3,5-dimethylpyrazolo[1,5-a]pyrimidin-7-yl]morpholine feature any triple bonds?",0
iupac,"Compute the total number of carbons in (3,4-dimethoxyphenyl)-[4-[4-(4-methoxyanilino)-6-methylpyrimidin-2-yl]piperazin-1-yl]methanone.",25,"For (3,4-dimethoxyphenyl)-[4-[4-(4-methoxyanilino)-6-methylpyrimidin-2-yl]piperazin-1-yl]methanone, how many distinct rings are present?",4,"Does (3,4-dimethoxyphenyl)-[4-[4-(4-methoxyanilino)-6-methylpyrimidin-2-yl]piperazin-1-yl]methanone have at least one ketone group?",1,"For the molecule (3,4-dimethoxyphenyl)-[4-[4-(4-methoxyanilino)-6-methylpyrimidin-2-yl]piperazin-1-yl]methanone, does a aromatic bond exist?",1
smiles,"Given CC(=O)NC1COC1C, return the number of carbon atoms.",6,Count the number of rings in CC(=O)NC1COC1C.,1,Is the halide functional group found in CC(=O)NC1COC1C?,0,Does CC(=O)NC1COC1C feature any aromatic bonds?,0
iupac,"Identify the carbon atom count in the molecule (10-hydroxy-4-methyl-9,14-dimethylidene-13-oxo-5,12-dioxatricyclo[9.3.0.04,6]tetradecan-2-yl) 2-methylbut-2-enoate.",20,"How many cyclic structures are in (10-hydroxy-4-methyl-9,14-dimethylidene-13-oxo-5,12-dioxatricyclo[9.3.0.04,6]tetradecan-2-yl) 2-methylbut-2-enoate?",3,"Does the molecule (10-hydroxy-4-methyl-9,14-dimethylidene-13-oxo-5,12-dioxatricyclo[9.3.0.04,6]tetradecan-2-yl) 2-methylbut-2-enoate contain a ketone functional group?",1,"Does the molecule (10-hydroxy-4-methyl-9,14-dimethylidene-13-oxo-5,12-dioxatricyclo[9.3.0.04,6]tetradecan-2-yl) 2-methylbut-2-enoate contain any double bonds?",1
iupac,"For the SMILES N-[(2,5-dimethoxyphenyl)methyl]-4-octylbenzamide, how many carbon atoms does it contain?",24,"Find the number of rings contained in N-[(2,5-dimethoxyphenyl)methyl]-4-octylbenzamide.",2,"Assess whether N-[(2,5-dimethoxyphenyl)methyl]-4-octylbenzamide exhibits a nitro group.",0,"Does the chemical structure N-[(2,5-dimethoxyphenyl)methyl]-4-octylbenzamide include triple bonding?",0
iupac,Determine the total carbon count for N-[[5-[hydroxy(phenyl)methyl]thiophen-2-yl]methyl]-4-phenylbenzamide.,25,How many ring systems does N-[[5-[hydroxy(phenyl)methyl]thiophen-2-yl]methyl]-4-phenylbenzamide contain?,4,"For the molecule N-[[5-[hydroxy(phenyl)methyl]thiophen-2-yl]methyl]-4-phenylbenzamide, is a amide functional group present?",1,Are aromatic bonds present in N-[[5-[hydroxy(phenyl)methyl]thiophen-2-yl]methyl]-4-phenylbenzamide?,1
iupac,"Given 4-[(1,3-dimethylpyrazolo[4,5-e][1,2,4]triazin-5-yl)amino]-N-(2-hydroxyethyl)benzenesulfonamide, return the number of carbon atoms.",14,"Report the number of rings in the molecule 4-[(1,3-dimethylpyrazolo[4,5-e][1,2,4]triazin-5-yl)amino]-N-(2-hydroxyethyl)benzenesulfonamide.",3,"Does the SMILES 4-[(1,3-dimethylpyrazolo[4,5-e][1,2,4]triazin-5-yl)amino]-N-(2-hydroxyethyl)benzenesulfonamide encode a carboxylic_acid functional group?",0,"Check if the structure 4-[(1,3-dimethylpyrazolo[4,5-e][1,2,4]triazin-5-yl)amino]-N-(2-hydroxyethyl)benzenesulfonamide has a triple bond.",0
iupac,"Report the number of carbon atoms in N-(1H-indol-3-yl)-7,7-dimethyl-2-(1H-pyrazol-4-yl)-5H-furo[3,4-d]pyrimidin-4-amine.",19,"Find the number of rings contained in N-(1H-indol-3-yl)-7,7-dimethyl-2-(1H-pyrazol-4-yl)-5H-furo[3,4-d]pyrimidin-4-amine.",5,"Is the amine functional group found in N-(1H-indol-3-yl)-7,7-dimethyl-2-(1H-pyrazol-4-yl)-5H-furo[3,4-d]pyrimidin-4-amine?",1,"Assess whether N-(1H-indol-3-yl)-7,7-dimethyl-2-(1H-pyrazol-4-yl)-5H-furo[3,4-d]pyrimidin-4-amine contains a aromatic bond type.",1
iupac,"For the SMILES 3-[[2-(benzylamino)-2-oxoethyl]amino]-N,N-diethylbenzamide, how many carbon atoms does it contain?",20,"Compute the ring count of 3-[[2-(benzylamino)-2-oxoethyl]amino]-N,N-diethylbenzamide.",2,"Does the molecule 3-[[2-(benzylamino)-2-oxoethyl]amino]-N,N-diethylbenzamide contain a phenol functional group?",0,"Are triple bonds present in 3-[[2-(benzylamino)-2-oxoethyl]amino]-N,N-diethylbenzamide?",0
smiles,Report the number of carbon atoms in COc1cc(-n2cnnn2)ccc1NC(=O)[C@@H]1CCCN(C(=O)N(C)C)C1.,17,Report the number of rings in the molecule COc1cc(-n2cnnn2)ccc1NC(=O)[C@@H]1CCCN(C(=O)N(C)C)C1.,3,Check if the structure COc1cc(-n2cnnn2)ccc1NC(=O)[C@@H]1CCCN(C(=O)N(C)C)C1 contains a amine.,1,Does the chemical structure COc1cc(-n2cnnn2)ccc1NC(=O)[C@@H]1CCCN(C(=O)N(C)C)C1 include aromatic bonding?,1
smiles,Report the number of carbon atoms in C=C/C(=N/N)C(C)(C)C(C/C=C\C=N)C(CC)NC(=C)C.,17,Find the number of rings contained in C=C/C(=N/N)C(C)(C)C(C/C=C\C=N)C(CC)NC(=C)C.,0,"For the molecule C=C/C(=N/N)C(C)(C)C(C/C=C\C=N)C(CC)NC(=C)C, is a ester functional group present?",0,Are triple bonds present in C=C/C(=N/N)C(C)(C)C(C/C=C\C=N)C(CC)NC(=C)C?,0
iupac,"How many carbon atoms make up the structure N-[2-(2,3-dioxo-4H-quinoxalin-1-yl)ethyl]-2-methylpropanamide?",14,"What is the total number of rings in N-[2-(2,3-dioxo-4H-quinoxalin-1-yl)ethyl]-2-methylpropanamide?",2,"Check if the structure N-[2-(2,3-dioxo-4H-quinoxalin-1-yl)ethyl]-2-methylpropanamide contains a amide.",1,"Is a double bond found in the SMILES N-[2-(2,3-dioxo-4H-quinoxalin-1-yl)ethyl]-2-methylpropanamide?",1
iupac,"Given methyl (3R)-3-[4-hydroxy-1-[2-(1H-imidazol-5-yl)ethyl]-6-methyl-2-oxo-3-pyridinyl]-3-(1-methylpyrazol-4-yl)propanoate, return the number of carbon atoms.",19,Report the number of rings in the molecule methyl (3R)-3-[4-hydroxy-1-[2-(1H-imidazol-5-yl)ethyl]-6-methyl-2-oxo-3-pyridinyl]-3-(1-methylpyrazol-4-yl)propanoate.,3,Is a halide group present in methyl (3R)-3-[4-hydroxy-1-[2-(1H-imidazol-5-yl)ethyl]-6-methyl-2-oxo-3-pyridinyl]-3-(1-methylpyrazol-4-yl)propanoate?,0,Check if the structure methyl (3R)-3-[4-hydroxy-1-[2-(1H-imidazol-5-yl)ethyl]-6-methyl-2-oxo-3-pyridinyl]-3-(1-methylpyrazol-4-yl)propanoate has a triple bond.,0
iupac,"For the SMILES N-(2,5-dimethoxyphenyl)-3-[4-(2-methylpropyl)piperazin-1-yl]-3-oxopropanamide, how many carbon atoms does it contain?",19,"What is the total number of rings in N-(2,5-dimethoxyphenyl)-3-[4-(2-methylpropyl)piperazin-1-yl]-3-oxopropanamide?",2,"Determine whether N-(2,5-dimethoxyphenyl)-3-[4-(2-methylpropyl)piperazin-1-yl]-3-oxopropanamide includes a amine functional group.",1,"Are double bonds present in N-(2,5-dimethoxyphenyl)-3-[4-(2-methylpropyl)piperazin-1-yl]-3-oxopropanamide?",1
iupac,"How many carbons are present in the molecule 3-hydroxy-4-methyl-5-phenyl-1,3-thiazol-2-imine?",10,"For 3-hydroxy-4-methyl-5-phenyl-1,3-thiazol-2-imine, how many distinct rings are present?",2,"Does 3-hydroxy-4-methyl-5-phenyl-1,3-thiazol-2-imine have at least one halide group?",0,"Determine whether 3-hydroxy-4-methyl-5-phenyl-1,3-thiazol-2-imine includes at least one triple bond.",0
iupac,"What is the total count of carbon atoms in 3-(4-chlorophenyl)-4-[(1R)-1-[(2-phenylacetyl)amino]ethyl]-1,2-oxazole-5-carboxylic acid?",20,"Given the SMILES 3-(4-chlorophenyl)-4-[(1R)-1-[(2-phenylacetyl)amino]ethyl]-1,2-oxazole-5-carboxylic acid, return its ring count.",3,"Does the molecule 3-(4-chlorophenyl)-4-[(1R)-1-[(2-phenylacetyl)amino]ethyl]-1,2-oxazole-5-carboxylic acid contain a amide functional group?",1,"Identify whether 3-(4-chlorophenyl)-4-[(1R)-1-[(2-phenylacetyl)amino]ethyl]-1,2-oxazole-5-carboxylic acid has any double bonds.",1
smiles,Count the number of carbon atoms in O=C1CC2C(=O)C1C2O.,6,"For O=C1CC2C(=O)C1C2O, how many distinct rings are present?",2,Does the molecule O=C1CC2C(=O)C1C2O contain a carboxylic_acid functional group?,0,Does the molecule O=C1CC2C(=O)C1C2O contain any triple bonds?,0
iupac,Identify the carbon atom count in the molecule 1-(furan-2-yl)ethanol.,6,Compute the ring count of 1-(furan-2-yl)ethanol.,1,"For the molecule 1-(furan-2-yl)ethanol, is a alcohol functional group present?",1,Does the chemical structure 1-(furan-2-yl)ethanol include aromatic bonding?,1
iupac,"Given 5-[(5-oxo-1,2-dihydropyrrol-3-yl)amino]-2-pyrazol-1-ylbenzamide, return the number of carbon atoms.",14,"Report the number of rings in the molecule 5-[(5-oxo-1,2-dihydropyrrol-3-yl)amino]-2-pyrazol-1-ylbenzamide.",3,"For the molecule 5-[(5-oxo-1,2-dihydropyrrol-3-yl)amino]-2-pyrazol-1-ylbenzamide, is a aldehyde functional group present?",0,"Are triple bonds present in 5-[(5-oxo-1,2-dihydropyrrol-3-yl)amino]-2-pyrazol-1-ylbenzamide?",0
iupac,"Count the number of carbon atoms in N-methyl-2-[4-(6-phenylthieno[2,3-d]pyrimidin-4-yl)piperazin-1-yl]acetamide.",19,"How many ring systems does N-methyl-2-[4-(6-phenylthieno[2,3-d]pyrimidin-4-yl)piperazin-1-yl]acetamide contain?",4,"Check if the structure N-methyl-2-[4-(6-phenylthieno[2,3-d]pyrimidin-4-yl)piperazin-1-yl]acetamide contains a amine.",1,"Does the chemical structure N-methyl-2-[4-(6-phenylthieno[2,3-d]pyrimidin-4-yl)piperazin-1-yl]acetamide include aromatic bonding?",1
iupac,"Given 2-[(5-cyclopropyl-1,3,4-oxadiazol-2-yl)sulfanyl]-N-[(1S,2R)-2-methylcyclohexyl]acetamide, return the number of carbon atoms.",14,"How many cyclic structures are in 2-[(5-cyclopropyl-1,3,4-oxadiazol-2-yl)sulfanyl]-N-[(1S,2R)-2-methylcyclohexyl]acetamide?",3,"Is the ester functional group found in 2-[(5-cyclopropyl-1,3,4-oxadiazol-2-yl)sulfanyl]-N-[(1S,2R)-2-methylcyclohexyl]acetamide?",0,"Assess whether 2-[(5-cyclopropyl-1,3,4-oxadiazol-2-yl)sulfanyl]-N-[(1S,2R)-2-methylcyclohexyl]acetamide contains a triple bond type.",0
smiles,"Given CC#CC(N)C(C)C#N, return the number of carbon atoms.",7,Find the number of rings contained in CC#CC(N)C(C)C#N.,0,Identify if CC#CC(N)C(C)C#N contains a amine.,1,Check if the structure CC#CC(N)C(C)C#N has a triple bond.,1
iupac,"Given (5R)-3-[(2S)-3-(4-ethylphenoxy)-2-hydroxypropyl]-5-(4-methoxyphenyl)-5-methylimidazolidine-2,4-dione, return the number of carbon atoms.",22,"Determine the ring count for (5R)-3-[(2S)-3-(4-ethylphenoxy)-2-hydroxypropyl]-5-(4-methoxyphenyl)-5-methylimidazolidine-2,4-dione.",3,"For the molecule (5R)-3-[(2S)-3-(4-ethylphenoxy)-2-hydroxypropyl]-5-(4-methoxyphenyl)-5-methylimidazolidine-2,4-dione, is a aldehyde functional group present?",0,"Identify whether (5R)-3-[(2S)-3-(4-ethylphenoxy)-2-hydroxypropyl]-5-(4-methoxyphenyl)-5-methylimidazolidine-2,4-dione has any triple bonds.",0
iupac,"Count the number of carbon atoms in 3,4-dihydro-2H-chromen-3-yl-[4-(3-tricyclo[3.3.1.03,9]nonanylmethylamino)-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-7-yl]methanone.",27,"What is the total number of rings in 3,4-dihydro-2H-chromen-3-yl-[4-(3-tricyclo[3.3.1.03,9]nonanylmethylamino)-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-7-yl]methanone?",7,"Determine whether 3,4-dihydro-2H-chromen-3-yl-[4-(3-tricyclo[3.3.1.03,9]nonanylmethylamino)-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-7-yl]methanone includes a amide functional group.",1,"Does 3,4-dihydro-2H-chromen-3-yl-[4-(3-tricyclo[3.3.1.03,9]nonanylmethylamino)-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-7-yl]methanone feature any double bonds?",1
iupac,"What is the total count of carbon atoms in N-[3-(3,5-dimethylpyrazol-1-yl)phenyl]-4-pyridin-4-ylpiperazine-1-carboxamide?",21,"Find the number of rings contained in N-[3-(3,5-dimethylpyrazol-1-yl)phenyl]-4-pyridin-4-ylpiperazine-1-carboxamide.",4,"Does N-[3-(3,5-dimethylpyrazol-1-yl)phenyl]-4-pyridin-4-ylpiperazine-1-carboxamide have at least one nitro group?",0,"Assess whether N-[3-(3,5-dimethylpyrazol-1-yl)phenyl]-4-pyridin-4-ylpiperazine-1-carboxamide contains a triple bond type.",0
smiles,Determine the total carbon count for Nc1cncnc(=O)c1.,5,How many ring systems does Nc1cncnc(=O)c1 contain?,1,Does the SMILES Nc1cncnc(=O)c1 encode a amine functional group?,1,Determine whether Nc1cncnc(=O)c1 includes at least one aromatic bond.,1
iupac,"How many carbon atoms make up the structure 8-[2-[(1R)-2,3-dihydro-1H-inden-1-yl]acetyl]-1-oxa-3,8-diazaspiro[4.5]decan-2-one?",18,"Determine the ring count for 8-[2-[(1R)-2,3-dihydro-1H-inden-1-yl]acetyl]-1-oxa-3,8-diazaspiro[4.5]decan-2-one.",4,"Determine whether 8-[2-[(1R)-2,3-dihydro-1H-inden-1-yl]acetyl]-1-oxa-3,8-diazaspiro[4.5]decan-2-one includes a halide functional group.",0,"Determine whether 8-[2-[(1R)-2,3-dihydro-1H-inden-1-yl]acetyl]-1-oxa-3,8-diazaspiro[4.5]decan-2-one includes at least one triple bond.",0
iupac,What is the total count of carbon atoms in methyl 7-[(3-bromo-1H-indole-2-carbonyl)amino]heptanoate?,17,Determine the ring count for methyl 7-[(3-bromo-1H-indole-2-carbonyl)amino]heptanoate.,2,Determine whether methyl 7-[(3-bromo-1H-indole-2-carbonyl)amino]heptanoate includes a halide functional group.,1,Are double bonds present in methyl 7-[(3-bromo-1H-indole-2-carbonyl)amino]heptanoate?,1
iupac,"How many carbon atoms make up the structure N'-(2-chloro-6-methylpyrimidin-4-yl)-N-(7-chloroquinolin-4-yl)butane-1,4-diamine?",18,"What is the total number of rings in N'-(2-chloro-6-methylpyrimidin-4-yl)-N-(7-chloroquinolin-4-yl)butane-1,4-diamine?",3,"Is the ester functional group found in N'-(2-chloro-6-methylpyrimidin-4-yl)-N-(7-chloroquinolin-4-yl)butane-1,4-diamine?",0,"Identify whether N'-(2-chloro-6-methylpyrimidin-4-yl)-N-(7-chloroquinolin-4-yl)butane-1,4-diamine has any triple bonds.",0
smiles,How many carbons are present in the molecule CCC1C(O)CC1C#N?,7,"For CCC1C(O)CC1C#N, how many distinct rings are present?",1,Determine whether CCC1C(O)CC1C#N includes a alcohol functional group.,1,Is a triple bond found in the SMILES CCC1C(O)CC1C#N?,1
smiles,"Given COc1ccccc1N(CCC#N)C(=O)CSc1nc(N)c2c3c(sc2n1)CCCC3, return the number of carbon atoms.",22,Find the number of rings contained in COc1ccccc1N(CCC#N)C(=O)CSc1nc(N)c2c3c(sc2n1)CCCC3.,4,Does COc1ccccc1N(CCC#N)C(=O)CSc1nc(N)c2c3c(sc2n1)CCCC3 have at least one nitro group?,0,Does the chemical structure COc1ccccc1N(CCC#N)C(=O)CSc1nc(N)c2c3c(sc2n1)CCCC3 include double bonding?,1
smiles,How many carbon atoms make up the structure OCC1C2OC2C12CC2?,7,Determine the ring count for OCC1C2OC2C12CC2.,3,Does the molecule OCC1C2OC2C12CC2 contain a alcohol functional group?,1,Determine whether OCC1C2OC2C12CC2 includes at least one aromatic bond.,0
iupac,"Determine the total carbon count for 2-(2-iodo-3-methylphenyl)-1,3,5-trimethylbenzene.",16,"Determine the ring count for 2-(2-iodo-3-methylphenyl)-1,3,5-trimethylbenzene.",2,"Assess whether 2-(2-iodo-3-methylphenyl)-1,3,5-trimethylbenzene exhibits a phenol group.",0,"Does the chemical structure 2-(2-iodo-3-methylphenyl)-1,3,5-trimethylbenzene include triple bonding?",0
smiles,What is the total count of carbon atoms in CC1NC(C)C(O)C1=O?,6,What is the total number of rings in CC1NC(C)C(O)C1=O?,1,"For the molecule CC1NC(C)C(O)C1=O, is a alcohol functional group present?",1,Check if the structure CC1NC(C)C(O)C1=O has a double bond.,1
smiles,Determine the total carbon count for CC1C=CC(C)C12CC2.,9,Compute the ring count of CC1C=CC(C)C12CC2.,2,Identify if CC1C=CC(C)C12CC2 contains a amine.,0,Are aromatic bonds present in CC1C=CC(C)C12CC2?,0
iupac,"Compute the total number of carbons in 4-(hydroxymethyl)cyclopentane-1,3-diol.",6,"Determine the ring count for 4-(hydroxymethyl)cyclopentane-1,3-diol.",1,"Check if the structure 4-(hydroxymethyl)cyclopentane-1,3-diol contains a alcohol.",1,"Does the chemical structure 4-(hydroxymethyl)cyclopentane-1,3-diol include triple bonding?",0
iupac,"For the SMILES 2-(3-fluorophenoxy)-N-(4-methyl-3-sulfamoylphenyl)acetamide, how many carbon atoms does it contain?",15,How many ring systems does 2-(3-fluorophenoxy)-N-(4-methyl-3-sulfamoylphenyl)acetamide contain?,2,Is the ester functional group found in 2-(3-fluorophenoxy)-N-(4-methyl-3-sulfamoylphenyl)acetamide?,0,Identify whether 2-(3-fluorophenoxy)-N-(4-methyl-3-sulfamoylphenyl)acetamide has any double bonds.,1
iupac,"Given 3-ethyl-1,4-dimethyl-2-oxabicyclo[2.1.0]pentane, return the number of carbon atoms.",8,"Compute the ring count of 3-ethyl-1,4-dimethyl-2-oxabicyclo[2.1.0]pentane.",2,"Does 3-ethyl-1,4-dimethyl-2-oxabicyclo[2.1.0]pentane have at least one ester group?",0,"Determine whether 3-ethyl-1,4-dimethyl-2-oxabicyclo[2.1.0]pentane includes at least one triple bond.",0
smiles,Compute the total number of carbons in C=CCN(CC=C)S(=O)(=O)c1ccc2nc(NC(=O)/C=C/c3ccccc3)sc2c1.,22,Count the number of rings in C=CCN(CC=C)S(=O)(=O)c1ccc2nc(NC(=O)/C=C/c3ccccc3)sc2c1.,3,Does the molecule C=CCN(CC=C)S(=O)(=O)c1ccc2nc(NC(=O)/C=C/c3ccccc3)sc2c1 contain a amide functional group?,1,"For the molecule C=CCN(CC=C)S(=O)(=O)c1ccc2nc(NC(=O)/C=C/c3ccccc3)sc2c1, does a double bond exist?",1
