prompt,gt,smiles
"For the molecule COc1cc(cc(OC)c1OC)C(=O)N2CC[C@@](CCN3CCC(CC3)(C(=O)N)c4ccccc4)(C2)c5ccc(Cl)c(Cl)c5, return its lipophilicity score.",3.23,COc1cc(cc(OC)c1OC)C(=O)N2CC[C@@](CCN3CCC(CC3)(C(=O)N)c4ccccc4)(C2)c5ccc(Cl)c(Cl)c5
How lipophilic is NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)n1?,1.71,NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)n1
Report the predicted Lipo value for COCc1ccoc1C(=O)N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)c3ccc(OC)cc3OC.,1.98,COCc1ccoc1C(=O)N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)c3ccc(OC)cc3OC
"Given the SMILES COCCOc1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1, compute its lipophilicity.",3.1,COCCOc1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
"For the molecule Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N, return its lipophilicity score.",2.37,Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N
Estimate the lipophilicity property of COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1.,1.16,COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1
What is the predicted lipophilicity (Lipo) of Oc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(F)c1?,2.1,Oc1ccc(N2C(=O)c3ccc(O)cc3C2=O)c(F)c1
"Given the SMILES Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12, compute its lipophilicity.",1.98,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12
How lipophilic is Nc1c(NC2CCCCC2)nc(nc1N3CCOCC3)C#N?,2.81,Nc1c(NC2CCCCC2)nc(nc1N3CCOCC3)C#N
"For the molecule O[C@@H](CNCCc1cccc(CNCCc2ccccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34, return its lipophilicity score.",1.63,O[C@@H](CNCCc1cccc(CNCCc2ccccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34
What is the logD/lipophilicity of Oc1ccc(Cl)cc1C(=O)Nc2ccc(F)cc2F?,3.6,Oc1ccc(Cl)cc1C(=O)Nc2ccc(F)cc2F
Provide the lipophilicity index for the compound CC[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Sc13.,3.22,CC[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Sc13
"From the SMILES COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(Cl)ccn34)N5CCN(CC5)C(=O)C, predict the Lipo property.",4.2,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(Cl)ccn34)N5CCN(CC5)C(=O)C
Estimate the lipophilicity property of COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1.,2.0,COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1
What is the logD/lipophilicity of Nc1ncnc2ccccc12?,1.26,Nc1ncnc2ccccc12
Report the predicted Lipo value for CS(=O)(=O)c1ccc(s1)C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3.,2.86,CS(=O)(=O)c1ccc(s1)C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
"Given the SMILES CC(NC(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1, compute its lipophilicity.",3.1,CC(NC(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
Report the predicted Lipo value for C[C@H](NC(=O)[C@@H]1CCCC[C@H]1C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)C#N.,3.5,C[C@H](NC(=O)[C@@H]1CCCC[C@H]1C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)C#N
Estimate the lipophilicity property of C[C@H](CO)Nc1nc(SCc2csc(C)n2)nc3nc(N)sc13.,1.73,C[C@H](CO)Nc1nc(SCc2csc(C)n2)nc3nc(N)sc13
Report the predicted Lipo value for CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N.,0.82,CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N
Report the predicted Lipo value for CC(=O)Nc1cc(CN2C(=O)N(C(=O)C2(C)C)c3ccc(SC(F)(F)F)cc3)ccn1.,2.93,CC(=O)Nc1cc(CN2C(=O)N(C(=O)C2(C)C)c3ccc(SC(F)(F)F)cc3)ccn1
What is the logD/lipophilicity of CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O?,-0.4,CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O
"From the SMILES CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCN(CC3)c4ccc(cn4)C#N)c(F)c2, predict the Lipo property.",1.98,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCN(CC3)c4ccc(cn4)C#N)c(F)c2
"Given the SMILES CC1(CCC(=O)N1Cc2cccs2)C(=O)NC3CCCCC3, compute its lipophilicity.",2.15,CC1(CCC(=O)N1Cc2cccs2)C(=O)NC3CCCCC3
"From the SMILES CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccc[n+]([O-])c3)C(=O)C(F)(F)F, predict the Lipo property.",1.48,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccc[n+]([O-])c3)C(=O)C(F)(F)F
"For the molecule Cc1[nH]c(C(=O)NC2CCN(CC2)c3nc(cs3)C(=O)O)c(Cl)c1Cl, return its lipophilicity score.",0.14,Cc1[nH]c(C(=O)NC2CCN(CC2)c3nc(cs3)C(=O)O)c(Cl)c1Cl
"From the SMILES Cc1cc(CNc2ncc(Cl)c(Nc3cc(C)[nH]n3)n2)on1, predict the Lipo property.",2.68,Cc1cc(CNc2ncc(Cl)c(Nc3cc(C)[nH]n3)n2)on1
Provide the lipophilicity index for the compound CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C.,2.86,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
Report the predicted Lipo value for NC(=N)Nc1ccc(cc1)C(=O)Oc2ccccc2.,-0.21,NC(=N)Nc1ccc(cc1)C(=O)Oc2ccccc2
"From the SMILES CS(=O)(=O)Cc1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4, predict the Lipo property.",1.7,CS(=O)(=O)Cc1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4
"From the SMILES NC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5, predict the Lipo property.",2.0,NC(=O)c1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5
What is the logD/lipophilicity of CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ccoc34)n2)c1?,3.52,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ccoc34)n2)c1
"From the SMILES C[C@@H](NC1=CC(=O)NCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2, predict the Lipo property.",3.02,C[C@@H](NC1=CC(=O)NCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2
Estimate the lipophilicity property of CC(NC(=O)c1cc(O)nc2ccccc12)c3ccccc3.,2.2,CC(NC(=O)c1cc(O)nc2ccccc12)c3ccccc3
"Given the SMILES COc1ccccc1CNCCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2, compute its lipophilicity.",0.91,COc1ccccc1CNCCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2
Provide the lipophilicity index for the compound Clc1ccccc1CNC(=O)c2cccnc2Oc3ccccc3.,3.68,Clc1ccccc1CNC(=O)c2cccnc2Oc3ccccc3
What is the logD/lipophilicity of CS(=O)(=O)c1ccc(cc1)[C@H](CC2CCCC2)C(=O)Nc3nccs3?,3.88,CS(=O)(=O)c1ccc(cc1)[C@H](CC2CCCC2)C(=O)Nc3nccs3
"Given the SMILES Clc1ccc(cc1)c2cn3ccccc3n2, compute its lipophilicity.",4.0,Clc1ccc(cc1)c2cn3ccccc3n2
How lipophilic is CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(OCc3ccc(cc3)S(=O)(=O)C)nn2?,2.8,CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(OCc3ccc(cc3)S(=O)(=O)C)nn2
Provide the lipophilicity index for the compound OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F.,4.5,OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F
"Given the SMILES CCOC(=O)[C@H](Cc1ccc(cc1)[N+](=O)[O-])NC(=O)c2ccccc2, compute its lipophilicity.",2.79,CCOC(=O)[C@H](Cc1ccc(cc1)[N+](=O)[O-])NC(=O)c2ccccc2
"From the SMILES CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)N)C(=O)C(F)(F)F, predict the Lipo property.",1.74,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)N)C(=O)C(F)(F)F
Provide the lipophilicity index for the compound CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5cnccn5)c(Cl)c4)c23.,3.21,CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5cnccn5)c(Cl)c4)c23
"Given the SMILES CS(=O)(=O)Cc1cc(nc(n1)c2ccc3[nH]ccc3c2)N4CCOCC4, compute its lipophilicity.",2.06,CS(=O)(=O)Cc1cc(nc(n1)c2ccc3[nH]ccc3c2)N4CCOCC4
"Given the SMILES CCCc1c(O)c(ccc1OCc2ccc(\C=C\c3nn[nH]n3)cc2)C(=O)C, compute its lipophilicity.",3.3,CCCc1c(O)c(ccc1OCc2ccc(\C=C\c3nn[nH]n3)cc2)C(=O)C
"Given the SMILES CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O, compute its lipophilicity.",-0.45,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
What is the predicted lipophilicity (Lipo) of Cc1cccc(c1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4?,1.84,Cc1cccc(c1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
"Given the SMILES Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccccn5)cc4, compute its lipophilicity.",3.2,Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccccn5)cc4
How lipophilic is Cc1c(Sc2ccc(Cl)cc2)c3cccc(Cl)c3n1CC(=O)O?,2.0,Cc1c(Sc2ccc(Cl)cc2)c3cccc(Cl)c3n1CC(=O)O
Provide the lipophilicity index for the compound OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4.,1.79,OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4
What is the logD/lipophilicity of Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc[nH]4?,3.01,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc[nH]4
What is the logD/lipophilicity of NC(=O)N1c2ccccc2C[C@H](O)c3ccccc13?,0.79,NC(=O)N1c2ccccc2C[C@H](O)c3ccccc13
Predict the lipophilicity (Lipo) value for the molecule with SMILES: CN1CCCC(COc2nccc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)n2)C1,1.9,CN1CCCC(COc2nccc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)n2)C1
Estimate the lipophilicity property of CC(C)COc1cccc(c1)C(=O)Nc2ccc(C)c(c2)C(=O)Nc3cccnc3.,2.81,CC(C)COc1cccc(c1)C(=O)Nc2ccc(C)c(c2)C(=O)Nc3cccnc3
"Given the SMILES F[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4, compute its lipophilicity.",0.66,F[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4
Provide the lipophilicity index for the compound Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4.,4.13,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4
Predict the lipophilicity (Lipo) value for the molecule with SMILES: COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN4CCOCC4,3.4,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN4CCOCC4
"Given the SMILES Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(Cl)cccc34, compute its lipophilicity.",1.27,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(Cl)cccc34
Predict the lipophilicity (Lipo) value for the molecule with SMILES: CSc1nc(C(=O)N)c(N)s1,1.21,CSc1nc(C(=O)N)c(N)s1
What is the predicted lipophilicity (Lipo) of CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)nc1?,3.76,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)nc1
"For the molecule CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4cscn4, return its lipophilicity score.",0.02,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4cscn4
"Given the SMILES O[C@@H](CNCCc1cccc(CNCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34, compute its lipophilicity.",0.69,O[C@@H](CNCCc1cccc(CNCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34
How lipophilic is CCOc1ccc(Oc2ccc(cc2)S(=O)(=O)NC(=O)c3cccc(c3)c4ccc(Cl)c(Cl)c4)cc1?,2.94,CCOc1ccc(Oc2ccc(cc2)S(=O)(=O)NC(=O)c3cccc(c3)c4ccc(Cl)c(Cl)c4)cc1
What is the predicted lipophilicity (Lipo) of CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2S(=O)(=O)N4CC[C@@H](O)C4?,3.32,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2S(=O)(=O)N4CC[C@@H](O)C4
How lipophilic is CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCCOCC4)n1)c5cc(CO)ccc5C?,3.3,CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCCOCC4)n1)c5cc(CO)ccc5C
Report the predicted Lipo value for CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCCc3ccccc3)C2.,2.6,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCCc3ccccc3)C2
How lipophilic is CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(F)cc4?,2.4,CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(F)cc4
"From the SMILES Nc1n[nH]c2c(Cl)cccc12, predict the Lipo property.",1.7,Nc1n[nH]c2c(Cl)cccc12
What is the logD/lipophilicity of NC1(CCC1)c2ccc(cc2)c3nc4ccccn4c3c5ccccc5?,2.8,NC1(CCC1)c2ccc(cc2)c3nc4ccccn4c3c5ccccc5
"From the SMILES FC(F)Oc1ccc(cc1OCC2CC2)C(=O)Nc3c(Cl)cncc3Cl, predict the Lipo property.",3.95,FC(F)Oc1ccc(cc1OCC2CC2)C(=O)Nc3c(Cl)cncc3Cl
"Given the SMILES CNc1nc2nc(SCc3cccc(F)c3F)nc(N[C@H](C)CO)c2s1, compute its lipophilicity.",3.7,CNc1nc2nc(SCc3cccc(F)c3F)nc(N[C@H](C)CO)c2s1
Report the predicted Lipo value for CN(C)C(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2cc(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O.,2.52,CN(C)C(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2cc(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O
Predict the lipophilicity (Lipo) value for the molecule with SMILES: COCCOCCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,2.21,COCCOCCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2
Report the predicted Lipo value for CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6ncnn6C.,3.8,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6ncnn6C
"Given the SMILES CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)cn1, compute its lipophilicity.",2.63,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)cn1
Estimate the lipophilicity property of Clc1ccc(cc1)C2(CCNCC2)c3ccc(cc3)c4cn[nH]c4.,1.51,Clc1ccc(cc1)C2(CCNCC2)c3ccc(cc3)c4cn[nH]c4
How lipophilic is CNC1CCN(C1)c2ccc(NC(=O)c3ccc(cc3)c4ccccc4)cn2?,2.35,CNC1CCN(C1)c2ccc(NC(=O)c3ccc(cc3)c4ccccc4)cn2
How lipophilic is CCC(N(CCCN)C(=O)c1ccc(cc1)C(C)C)C2=Nc3ccsc3C(=O)N2Cc4ccccc4?,2.72,CCC(N(CCCN)C(=O)c1ccc(cc1)C(C)C)C2=Nc3ccsc3C(=O)N2Cc4ccccc4
What is the predicted lipophilicity (Lipo) of COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1?,1.46,COc1ccc2ncc(F)c(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1
What is the logD/lipophilicity of O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37?,1.79,O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37
Predict the lipophilicity (Lipo) value for the molecule with SMILES: Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccc(c4)C#N)c1,2.41,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccc(c4)C#N)c1
"From the SMILES Cc1cc(CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O)c(C)cn1, predict the Lipo property.",1.43,Cc1cc(CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O)c(C)cn1
Report the predicted Lipo value for CCCSc1ncccc1C(=O)N(C)C2CCOCC2.,1.63,CCCSc1ncccc1C(=O)N(C)C2CCOCC2
"From the SMILES CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F, predict the Lipo property.",3.59,CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F
Provide the lipophilicity index for the compound CO[C@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4.,0.51,CO[C@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4
"From the SMILES Cc1cc(CNc2nccc(Nc3cc(CCc4ccccc4)[nH]n3)n2)on1, predict the Lipo property.",3.56,Cc1cc(CNc2nccc(Nc3cc(CCc4ccccc4)[nH]n3)n2)on1
"For the molecule c1ccc(nc1)c2nc3ccccc3[nH]2, return its lipophilicity score.",2.5,c1ccc(nc1)c2nc3ccccc3[nH]2
What is the logD/lipophilicity of Cc1c(sc2ncnc(O)c12)C(=O)Nc3ccccc3?,2.13,Cc1c(sc2ncnc(O)c12)C(=O)Nc3ccccc3
Provide the lipophilicity index for the compound OC1(CN2CCC1CC2)C#Cc3ccc(cc3)c4ccccc4.,3.14,OC1(CN2CCC1CC2)C#Cc3ccc(cc3)c4ccccc4
"Given the SMILES CCN1C(=O)N(CC)c2[nH]c(nc2C1=O)c3ccccc3, compute its lipophilicity.",3.3,CCN1C(=O)N(CC)c2[nH]c(nc2C1=O)c3ccccc3
What is the logD/lipophilicity of CCN(CC)CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C?,-0.9,CCN(CC)CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C
What is the predicted lipophilicity (Lipo) of O=C(N[C@H]1CN2CCC1CC2)c3ccc(s3)c4ccccc4?,1.9,O=C(N[C@H]1CN2CCC1CC2)c3ccc(s3)c4ccccc4
"From the SMILES C[C@@H](Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cc3F)C(F)(F)F)S(=O)(=O)C)C(F)(F)F, predict the Lipo property.",3.49,C[C@@H](Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cc3F)C(F)(F)F)S(=O)(=O)C)C(F)(F)F
What is the predicted lipophilicity (Lipo) of CS(=O)(=O)Cc1cc(nc(n1)c2ccccc2)N3CCOCC3?,1.94,CS(=O)(=O)Cc1cc(nc(n1)c2ccccc2)N3CCOCC3
What is the logD/lipophilicity of OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3?,3.08,OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3
Provide the lipophilicity index for the compound CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1F.,2.95,CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1F
Provide the lipophilicity index for the compound Fc1cc(cc(F)c1C2=CCN(CC2)C=O)N3C[C@H](COc4ccon4)OC3=O.,2.01,Fc1cc(cc(F)c1C2=CCN(CC2)C=O)N3C[C@H](COc4ccon4)OC3=O
What is the logD/lipophilicity of C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OC(C)(C)C?,3.33,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OC(C)(C)C
What is the predicted lipophilicity (Lipo) of COc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1?,1.24,COc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1
Estimate the lipophilicity property of O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4.,2.9,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4
Report the predicted Lipo value for COc1ccc2c(c1)cc(C(=O)O)n2Cc3ccc(Cl)c(Cl)c3.,1.66,COc1ccc2c(c1)cc(C(=O)O)n2Cc3ccc(Cl)c(Cl)c3
What is the logD/lipophilicity of CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(CCc3ccccc3)C2?,1.65,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(CCc3ccccc3)C2
What is the predicted lipophilicity (Lipo) of O[C@@H](CNCCCSCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34?,3.12,O[C@@H](CNCCCSCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34
Estimate the lipophilicity property of COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1.,2.18,COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1
"Given the SMILES CC1=NC(=C(NC1=O)c2ccccc2)c3ccc(CN4CCC(CC4)N5C(=O)Nc6ccccc56)cc3, compute its lipophilicity.",3.8,CC1=NC(=C(NC1=O)c2ccccc2)c3ccc(CN4CCC(CC4)N5C(=O)Nc6ccccc56)cc3
Provide the lipophilicity index for the compound CC(O)C(C)OC(=O)[C@@H]1CC2C(Cc3cn(C(C)C)c4cccc2c34)N(C)C1.,2.8,CC(O)C(C)OC(=O)[C@@H]1CC2C(Cc3cn(C(C)C)c4cccc2c34)N(C)C1
Predict the lipophilicity (Lipo) value for the molecule with SMILES: Oc1ccc(CCNCCNS(=O)(=O)CCOCCCc2ccccc2)c3sc(O)nc13,2.22,Oc1ccc(CCNCCNS(=O)(=O)CCOCCCc2ccccc2)c3sc(O)nc13
What is the logD/lipophilicity of Fc1cccc(COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc4ccccc4)c1?,3.67,Fc1cccc(COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc4ccccc4)c1
Predict the lipophilicity (Lipo) value for the molecule with SMILES: CN1C(=O)C=C(CCc2cccc(c2)c3ccccc3)N=C1N,3.8,CN1C(=O)C=C(CCc2cccc(c2)c3ccccc3)N=C1N
Predict the lipophilicity (Lipo) value for the molecule with SMILES: CCC1(NC(=O)N(C)C1=O)c2ccccc2,1.59,CCC1(NC(=O)N(C)C1=O)c2ccccc2
Estimate the lipophilicity property of Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@H](CC(=O)O)CC3)c(Cl)c2.,1.7,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@H](CC(=O)O)CC3)c(Cl)c2
Estimate the lipophilicity property of Nc1nnc(Cc2ccc(Cl)cc2)s1.,2.34,Nc1nnc(Cc2ccc(Cl)cc2)s1
What is the logD/lipophilicity of CC(NCC(O)c1ccc(cc1)[N+](=O)[O-])C23CC4CC(CC(C4)C2)C3?,3.53,CC(NCC(O)c1ccc(cc1)[N+](=O)[O-])C23CC4CC(CC(C4)C2)C3
"From the SMILES Clc1ccc(Cl)c(c1)S(=O)(=O)Nc2nc(cs2)c3sccc3Cl, predict the Lipo property.",2.11,Clc1ccc(Cl)c(c1)S(=O)(=O)Nc2nc(cs2)c3sccc3Cl
Predict the lipophilicity (Lipo) value for the molecule with SMILES: C=CCOc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,3.0,C=CCOc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5
Estimate the lipophilicity property of CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4.,0.42,CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
Estimate the lipophilicity property of C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3F)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C.,3.7,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3F)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C
"For the molecule Cc1cccc(C[C@H](NC(=O)c2cc(nn2C)C(C)(C)C)C(=O)NCC#N)c1, return its lipophilicity score.",3.1,Cc1cccc(C[C@H](NC(=O)c2cc(nn2C)C(C)(C)C)C(=O)NCC#N)c1
