smiles,iupac
Cc1ccc(N2C(=O)c3ccccc3C2=O)nc1,"2-(5-methyl-2-pyridinyl)isoindole-1,3-dione"
COC1CC1C(C)(C)C,1-tert-butyl-2-methoxycyclopropane
CC1(C)OC2COC3(CNC(=S)Nc4ccc(S(N)(=O)=O)cc4F)OC(C)(C)OC3C2O1,"1-(2-fluoro-4-sulfamoylphenyl)-3-[(4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-6-yl)methyl]thiourea"
COc1ccccc1C[C@]1(C)NC(=O)N(CC(=O)N2CCC[C@H](c3nc4ccccc4s3)C2)C1=O,"(5S)-3-[2-[(3S)-3-(1,3-benzothiazol-2-yl)piperidin-1-yl]-2-oxoethyl]-5-[(2-methoxyphenyl)methyl]-5-methylimidazolidine-2,4-dione"
O=C(NCC1(N2CCCCC2)CCCCC1)c1ccc(O)nc1,6-oxo-N-[(1-piperidin-1-ylcyclohexyl)methyl]-1H-pyridine-3-carboxamide
N=C1C(=O)OCC1c1ccccc1NC(=O)c1ccccc1,N-[2-(4-imino-5-oxooxolan-3-yl)phenyl]benzamide
C[C@H](NC(=O)CCc1ncc(-c2ccc(Cl)cc2)o1)c1cccc2ccccc12,"3-[5-(4-chlorophenyl)-1,3-oxazol-2-yl]-N-[(1S)-1-naphthalen-1-ylethyl]propanamide"
CC(C)(C)OC(N)=O.NC(N)=NCCCCNC(=O)c1cn2c3c(c(N4CCCC4)c(F)cc3c1=O)Oc1cc3ccccc3cc1-2,"tert-butyl carbamate;N-[4-(diaminomethylideneamino)butyl]-15-fluoro-18-oxo-14-pyrrolidin-1-yl-12-oxa-1-azapentacyclo[11.7.1.02,11.04,9.017,21]henicosa-2,4,6,8,10,13(21),14,16,19-nonaene-19-carboxamide"
O=C(NCCSCc1ccc(Cl)cc1)C1CCCC1,N-[2-[(4-chlorophenyl)methylsulfanyl]ethyl]cyclopentanecarboxamide
CC(C)(C)OC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,tert-butyl N-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl]carbamate
CCC1(C(N)=O)CC1,1-ethylcyclopropane-1-carboxamide
O=S1(=O)N(CC2CNCCO2)c2ccccc2N1c1ccccc1,"1-(morpholin-2-ylmethyl)-3-phenyl-2lambda6,1,3-benzothiadiazole 2,2-dioxide"
Nc1ncoc1CO,"(4-amino-1,3-oxazol-5-yl)methanol"
CCc1c(-c2ccc(OC)c(OC)c2)[nH]c2ccc(C3CCN(C(=O)CCc4nccs4)CC3)cc12,"1-[4-[2-(3,4-dimethoxyphenyl)-3-ethyl-1H-indol-5-yl]piperidin-1-yl]-3-(1,3-thiazol-2-yl)propan-1-one"
COC[C@@H]1CCCN(C(=O)c2ccc(-c3ccc(N(C)C)cc3)cc2)C1,[4-[4-(dimethylamino)phenyl]phenyl]-[(3R)-3-(methoxymethyl)piperidin-1-yl]methanone
CC(=O)C1C(C)=CC(=O)CC12CCCC2,10-acetyl-9-methylspiro[4.5]dec-8-en-7-one
O=C(Nc1ccc2c(c1)OCCO2)c1cccc(Br)c1,"3-bromo-N-(2,3-dihydro-1,4-benzodioxin-6-yl)benzamide"
CC(O)CN1CCN(C(=O)c2cc(Cl)cc3cccnc23)CC1,(6-chloroquinolin-8-yl)-[4-(2-hydroxypropyl)piperazin-1-yl]methanone
COc1ccc(-c2noc(CCC(=O)Nc3cccc(I)c3)n2)cc1OC,"3-[3-(3,4-dimethoxyphenyl)-1,2,4-oxadiazol-5-yl]-N-(3-iodophenyl)propanamide"
Cc1noc(C)c1CCC(=O)N[C@@H]1CC(=O)N(C2Cc3ccccc3C2)C1,"N-[(3R)-1-(2,3-dihydro-1H-inden-2-yl)-5-oxopyrrolidin-3-yl]-3-(3,5-dimethyl-1,2-oxazol-4-yl)propanamide"
O=S(=O)(N=C1NCN(C2CCCCC2)CN1)c1ccc(Br)cc1,"4-bromo-N-(3-cyclohexyl-2,4-dihydro-1H-1,3,5-triazin-6-yl)benzenesulfonamide"
O=C(c1cccc(Cl)c1Cl)N1CCN(c2cccc(Cl)c2)C(=O)C1,"1-(3-chlorophenyl)-4-(2,3-dichlorobenzoyl)piperazin-2-one"
CC(=O)Nc1nc[nH]n1,"N-(1H-1,2,4-triazol-5-yl)acetamide"
Cc1ccc(C=O)cc1C.Cc1ccc(O)cc1O.Cc1ccc(OC=O)cc1O,"3,4-dimethylbenzaldehyde;(3-hydroxy-4-methylphenyl) formate;4-methylbenzene-1,3-diol"
CN[C@H]1C[C@@H](C)OC[C@@H]1O,"(3R,4S,6R)-6-methyl-4-(methylamino)oxan-3-ol"
OC1CCn2cncc21,"6,7-dihydro-5H-pyrrolo[1,2-c]imidazol-7-ol"
O=C(NC[C@@H]1CCOCO1)c1csc(Cc2ccccc2)n1,"2-benzyl-N-[[(4S)-1,3-dioxan-4-yl]methyl]-1,3-thiazole-4-carboxamide"
NC(=O)C1(CCO)CC1,1-(2-hydroxyethyl)cyclopropane-1-carboxamide
CC(=O)N1CC2C(C1)C2c1cc(-c2cnc(N)nc2)nc(N2CC3CC2C3)n1,1-[6-[6-(2-aminopyrimidin-5-yl)-2-(2-azabicyclo[2.1.1]hexan-2-yl)pyrimidin-4-yl]-3-azabicyclo[3.1.0]hexan-3-yl]ethanone
COc1c(C)c(OC)c(OC)c2c1CC1C(O)N(C(=O)OC(C)C)CC(=O)N1C2COCc1ccccc1,"propan-2-yl 1-hydroxy-7,8,10-trimethoxy-9-methyl-4-oxo-6-(phenylmethoxymethyl)-3,6,11,11a-tetrahydro-1H-pyrazino[1,2-b]isoquinoline-2-carboxylate"
CC1=CCC2CC=CC12,"3-methyl-1,3a,6,6a-tetrahydropentalene"
Cc1ccn(-c2cc(-c3cc(C)c(Cl)c(C)c3)ccc2[C@@H](Oc2cc(N3CCC4(CC3)CNC(C(=O)O)C4)nc(N)n2)C(F)(F)F)n1,"8-[2-amino-6-[(1R)-1-[4-(4-chloro-3,5-dimethylphenyl)-2-(3-methylpyrazol-1-yl)phenyl]-2,2,2-trifluoroethoxy]pyrimidin-4-yl]-2,8-diazaspiro[4.5]decane-3-carboxylic acid"
COc1ccc([C@H]2[C@@H](C(=O)Nc3ccccc3F)c3ccccc3C(=O)N2C)cc1,"(3R,4S)-N-(2-fluorophenyl)-3-(4-methoxyphenyl)-2-methyl-1-oxo-3,4-dihydroisoquinoline-4-carboxamide"
COC(=O)CCSc1ccc(C(C)=O)cn1,methyl 3-[(5-acetyl-2-pyridinyl)sulfanyl]propanoate
CCCC(=O)c1ccc(CP(=O)(OCC)OCC)o1,1-[5-(diethoxyphosphorylmethyl)furan-2-yl]butan-1-one
Cc1cccc(Nc2cc(-c3ccccc3)nc(SCc3nc4ccccc4[nH]3)n2)c1,2-(1H-benzimidazol-2-ylmethylsulfanyl)-N-(3-methylphenyl)-6-phenylpyrimidin-4-amine
COC1(c2nc(CNC(C)C)cc(=O)[nH]2)CCCCCC1,2-(1-methoxycycloheptyl)-4-[(propan-2-ylamino)methyl]-1H-pyrimidin-6-one
Cn1ccc(CNC(=O)c2ccc(O)cc2F)n1,2-fluoro-4-hydroxy-N-[(1-methylpyrazol-3-yl)methyl]benzamide
C[C@H](NC(=O)C(=O)c1cc(F)cc(F)c1)C(=O)NC1N=C(c2ccccc2)c2ccccc2N(C)C1=O,"(2S)-2-[[2-(3,5-difluorophenyl)-2-oxoacetyl]amino]-N-(1-methyl-2-oxo-5-phenyl-3H-1,4-benzodiazepin-3-yl)propanamide"
Cc1c(C)c(Br)c(C)c(C(N)CC(C)C)c1O,"2-(1-amino-3-methylbutyl)-4-bromo-3,5,6-trimethylphenol"
Cc1cc(Nc2cccc(C(F)(F)F)c2)ncn1,6-methyl-N-[3-(trifluoromethyl)phenyl]pyrimidin-4-amine
CCCCN(C)c1ccc(S(N)(=O)=O)cc1C(F)(F)F,4-[butyl(methyl)amino]-3-(trifluoromethyl)benzenesulfonamide
CCC1(O)C=C(C)CC1,1-ethyl-3-methylcyclopent-2-en-1-ol
O=C1CCC=C1C1CC1,2-cyclopropylcyclopent-2-en-1-one
O=C(Nc1ccc(C(=O)O)c(O)c1)NC12CC3CC(CC(C3)C1)C2,4-(1-adamantylcarbamoylamino)-2-hydroxybenzoic acid
O=C(CN(Cc1ccc([N+](=O)[O-])cc1)C(=O)Nc1cccc2ccccc12)NO,N-hydroxy-2-[naphthalen-1-ylcarbamoyl-[(4-nitrophenyl)methyl]amino]acetamide
NCC(=O)NC12CC3CC(CC(C3)C1)C2,N-(1-adamantyl)-2-aminoacetamide
COc1cccc(Nc2nnc(SCC(=O)Nc3ccc(F)c(F)c3F)s2)c1,"2-[[5-(3-methoxyanilino)-1,3,4-thiadiazol-2-yl]sulfanyl]-N-(2,3,4-trifluorophenyl)acetamide"
COc1cc2c(Oc3ccc(NS(=O)(=O)c4ccc(-c5cnn(C)c5)cc4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,N-[3-fluoro-4-[6-methoxy-7-[3-(4-methylpiperazin-1-yl)propoxy]quinolin-4-yl]oxyphenyl]-4-(1-methylpyrazol-4-yl)benzenesulfonamide
COc1ccc2c(c1)[C@H](NC(=O)COc1cccc(C)c1C)CC(C)(C)O2,"2-(2,3-dimethylphenoxy)-N-[(4R)-6-methoxy-2,2-dimethyl-3,4-dihydrochromen-4-yl]acetamide"
COc1cccc(C2OC(CC(=O)NC(C)C(=O)O)C(=O)N(CC(C)(C)CO)c3ccc(Cl)cc32)c1OC,"2-[[2-[7-chloro-5-(2,3-dimethoxyphenyl)-1-(3-hydroxy-2,2-dimethylpropyl)-2-oxo-5H-4,1-benzoxazepin-3-yl]acetyl]amino]propanoic acid"
CC(=S)OC(c1ccccc1)C1(C)OCCO1,"O-[(2-methyl-1,3-dioxolan-2-yl)-phenylmethyl] ethanethioate"
O=C(CC(CCCC1CCCCC1)c1nc(C(=O)NCC2CC2)no1)NO,"5-[6-cyclohexyl-1-(hydroxyamino)-1-oxohexan-3-yl]-N-(cyclopropylmethyl)-1,2,4-oxadiazole-3-carboxamide"
COc1cc(SC)ccc1C(=O)N1CCc2ccccc21,"2,3-dihydroindol-1-yl-(2-methoxy-4-methylsulfanylphenyl)methanone"
O=C(Nc1ccc([N+](=O)[O-])cc1)C1C(=O)C2=C(CCCC2)C1=O,"N-(4-nitrophenyl)-1,3-dioxo-4,5,6,7-tetrahydroindene-2-carboxamide"
CN(CCO)C(=O)C(=O)N1CCC(Cc2ccccc2)CC1,2-(4-benzylpiperidin-1-yl)-N-(2-hydroxyethyl)-N-methyl-2-oxoacetamide
CCSc1ccc(C(=O)N2CCC3(CC2)OCCC[C@H]3O)s1,(5-ethylsulfanylthiophen-2-yl)-[(5R)-5-hydroxy-1-oxa-9-azaspiro[5.5]undecan-9-yl]methanone
O=C(NC1CC1)[C@H]1O[C@H](CCN2CCN(Cc3ccccc3)CC2)CC[C@@H]1O,"(2S,3S,6S)-6-[2-(4-benzylpiperazin-1-yl)ethyl]-N-cyclopropyl-3-hydroxyoxane-2-carboxamide"
OCCc1nnc2n1CC(O)CC2,"3-(2-hydroxyethyl)-5,6,7,8-tetrahydro-[1,2,4]triazolo[4,3-a]pyridin-6-ol"
COc1ccc(Cc2nnc3cccc(C=O)n23)cc1,"3-[(4-methoxyphenyl)methyl]-[1,2,4]triazolo[4,3-a]pyridine-5-carbaldehyde"
O=[N+]([O-])C1=Cc2ccccc2OC1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],"N-(2,4-dinitrophenyl)-3-nitro-2H-chromen-2-amine"
O=C([O-])CCc1ccc(-c2ccc(F)cc2)n1-c1cccc(C(=O)[O-])c1,3-[2-(2-carboxylatoethyl)-5-(4-fluorophenyl)pyrrol-1-yl]benzoate
Cc1ccc(C[C@H](CNC(=O)Cc2c(C)nn(C)c2C)C(=O)O)cc1,"(2R)-2-[(4-methylphenyl)methyl]-3-[[2-(1,3,5-trimethylpyrazol-4-yl)acetyl]amino]propanoic acid"
CCCCn1c(C(C)O)nc2ccccc21,1-(1-butylbenzimidazol-2-yl)ethanol
CCn1cc(CN(CCO)C(=O)[C@H]2CCCC(F)(F)C2)cn1,"(1S)-N-[(1-ethylpyrazol-4-yl)methyl]-3,3-difluoro-N-(2-hydroxyethyl)cyclohexane-1-carboxamide"
Cc1c(F)c(Oc2cccc(N)c2)nc(Oc2cccc(C(=N)N)c2)c1F,"3-[[6-(3-aminophenoxy)-3,5-difluoro-4-methyl-2-pyridinyl]oxy]benzenecarboximidamide"
CCOC(=O)c1cnc(S[C@H](C)C(=O)c2ccc(C)cc2)nc1N,ethyl 4-amino-2-[(2R)-1-(4-methylphenyl)-1-oxopropan-2-yl]sulfanylpyrimidine-5-carboxylate
CCC(C(N)=O)n1c(-c2ccccc2)nc2scc(-c3ccc(C)cc3C)c2c1=O,"2-[5-(2,4-dimethylphenyl)-4-oxo-2-phenylthieno[2,3-d]pyrimidin-3-yl]butanamide"
Cc1cnc(C)c(N)c1,"2,5-dimethylpyridin-3-amine"
Cc1cnc(O)cc1O,4-hydroxy-5-methyl-1H-pyridin-2-one
CC(=O)c1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(C)c2C)C3=O)cc1,"N-(4-acetylphenyl)-2-(2,3-dimethylphenyl)-1,3-dioxoisoindole-5-carboxamide"
COc1cc2c(cc1OC)N(C)C(=O)CN=C2c1cc2ccccc2s1,"5-(1-benzothiophen-2-yl)-7,8-dimethoxy-1-methyl-3H-1,4-benzodiazepin-2-one"
C[C@H](Oc1ccc(-c2nc(-c3cccc4c3ccn4CC(=O)N3CCN(C(=O)O)CC3)no2)cc1C(F)(F)F)C(F)(F)F,"4-[2-[4-[5-[3-(trifluoromethyl)-4-[(2S)-1,1,1-trifluoropropan-2-yl]oxyphenyl]-1,2,4-oxadiazol-3-yl]indol-1-yl]acetyl]piperazine-1-carboxylic acid"
CCCC1=C(I)C(=O)CC(Cc2ccccc2)(C(C)(C)C)N1C(=O)O,2-benzyl-2-tert-butyl-5-iodo-4-oxo-6-propyl-3H-pyridine-1-carboxylic acid
CCN(CC)C(=O)c1c(C)nc(N)nc1-c1cc(Cl)cc(Cl)c1,"2-amino-4-(3,5-dichlorophenyl)-N,N-diethyl-6-methylpyrimidine-5-carboxamide"
CC(C)n1cc(C(=O)NCC2CCCCC2)c(=O)c(C(=O)N(C)Cc2cccs2)c1,"5-N-(cyclohexylmethyl)-3-N-methyl-4-oxo-1-propan-2-yl-3-N-(thiophen-2-ylmethyl)pyridine-3,5-dicarboxamide"
C=C(C)COc1ccc(CCNC)cc1,N-methyl-2-[4-(2-methylprop-2-enoxy)phenyl]ethanamine
CCOC(=O)c1c(NC(=O)c2cc(-c3ccc(CC)s3)nc3ccccc23)sc2c1CC[C@H](CC)C2,"ethyl (6S)-6-ethyl-2-[[2-(5-ethylthiophen-2-yl)quinoline-4-carbonyl]amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate"
COC(=O)C(C)NC(=O)CCc1c(C)c2cc3c(C)c(C)oc3c(C)c2oc1=O,"methyl 2-[3-(2,3,5,9-tetramethyl-7-oxofuro[3,2-g]chromen-6-yl)propanoylamino]propanoate"
CC(CNCCNCC(C)N1C(=O)c2cc([N+](=O)[O-])cc3c2c(cc2cccnc23)C1=O)N1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O,"15-nitro-11-[1-[2-[2-(5-nitro-1,3-dioxobenzo[de]isoquinolin-2-yl)propylamino]ethylamino]propan-2-yl]-3,11-diazatetracyclo[7.7.1.02,7.013,17]heptadeca-1,3,5,7,9(17),13,15-heptaene-10,12-dione"
Cc1csc(CN2CC3(CC(Oc4ncccc4F)CCO3)C2)n1,"8-[(3-fluoro-2-pyridinyl)oxy]-2-[(4-methyl-1,3-thiazol-2-yl)methyl]-5-oxa-2-azaspiro[3.5]nonane"
O=C(O)c1ccc(-n2c(-c3ccc(Br)cc3)n[nH]c2=S)cc1,"4-[3-(4-bromophenyl)-5-sulfanylidene-1H-1,2,4-triazol-4-yl]benzoic acid"
COCCn1c(S[C@H](C)C(=O)Nc2nc(-c3ccc(F)c(F)c3)cs2)nc2ccccc21,"(2R)-N-[4-(3,4-difluorophenyl)-1,3-thiazol-2-yl]-2-[1-(2-methoxyethyl)benzimidazol-2-yl]sulfanylpropanamide"
ON=C1CC2C=CC1C2,N-(2-bicyclo[2.2.1]hept-5-enylidene)hydroxylamine
CC(C)CC(NC(=O)C(NC(=O)C(C)N)C(C)C)C(=O)O,2-[[2-(2-aminopropanoylamino)-3-methylbutanoyl]amino]-4-methylpentanoic acid
O=C(NCCc1ccccc1)c1cncc(-c2ccc(C(=O)N3CCNCC3)cc2)c1,N-(2-phenylethyl)-5-[4-(piperazine-1-carbonyl)phenyl]pyridine-3-carboxamide
COCCCCNc1cccnc1N,"3-N-(4-methoxybutyl)pyridine-2,3-diamine"
Cc1c(CNCCc2ccccc2)c(C(=O)O)c(C)n1-c1ccccc1,"2,5-dimethyl-1-phenyl-4-[(2-phenylethylamino)methyl]pyrrole-3-carboxylic acid"
COc1cc([C@H]2CC(c3ccc4c(c3)OCO4)=NN2C(C)=O)cc(OC)c1OC,"1-[(3R)-5-(1,3-benzodioxol-5-yl)-3-(3,4,5-trimethoxyphenyl)-3,4-dihydropyrazol-2-yl]ethanone"
CCOc1ccc(NC(=O)C[C@@H]2SC(N3N=C(c4ccccc4)C[C@H]3c3ccc(OC)cc3)=NC2=O)cc1,"N-(4-ethoxyphenyl)-2-[(5S)-2-[(3S)-3-(4-methoxyphenyl)-5-phenyl-3,4-dihydropyrazol-2-yl]-4-oxo-1,3-thiazol-5-yl]acetamide"
O=C1CCc2c(ncc(Cl)c2F)N1,"6-chloro-5-fluoro-3,4-dihydro-1H-1,8-naphthyridin-2-one"
CC1CCC(=NNc2ccccc2[N+](=O)[O-])c2ncc(C(=O)O)c(=O)n21,"6-methyl-9-[(2-nitrophenyl)hydrazinylidene]-4-oxo-7,8-dihydro-6H-pyrido[1,2-a]pyrimidine-3-carboxylic acid"
COC1CNC(C(=O)NC(C)CN(C)C)C1,N-[1-(dimethylamino)propan-2-yl]-4-methoxypyrrolidine-2-carboxamide
CNC(=O)C(C)(C)CNC(=O)Nc1cc(C)ccn1,"N,2,2-trimethyl-3-[(4-methyl-2-pyridinyl)carbamoylamino]propanamide"
CC(C)CCc1ccc2c(C(=O)O)c[nH]c2c1,6-(3-methylbutyl)-1H-indole-3-carboxylic acid
CC1=CCOC1(C)C,"4,5,5-trimethyl-2H-furan"
CC[C@@H](C(=O)NC1CCCC1)N(Cc1ccccc1)C(=O)CN(C)S(=O)(=O)c1ccc(Cl)cc1,(2S)-2-[benzyl-[2-[(4-chlorophenyl)sulfonyl-methylamino]acetyl]amino]-N-cyclopentylbutanamide
Cc1ncsc1C(=O)N1CCO[C@H](c2ccc(-c3cncnc3)cn2)C1,"(4-methyl-1,3-thiazol-5-yl)-[(2S)-2-(5-pyrimidin-5-yl-2-pyridinyl)morpholin-4-yl]methanone"
Cc1cc(C(=O)N(C)C2CCCCC2)ccc1NS(C)(=O)=O,"N-cyclohexyl-4-(methanesulfonamido)-N,3-dimethylbenzamide"
COc1ccc([C@@H]2C=C(C)Nc3nc(N)nn32)cc1,"(7S)-7-(4-methoxyphenyl)-5-methyl-4,7-dihydro-[1,2,4]triazolo[1,5-a]pyrimidin-2-amine"
Cc1nn(C(C)C)c(C)c1S(=O)(=O)N1C[C@@H]2COC[C@H](C1)N(C)C2,"(1S,5R)-7-(3,5-dimethyl-1-propan-2-ylpyrazol-4-yl)sulfonyl-9-methyl-3-oxa-7,9-diazabicyclo[3.3.2]decane"
COc1ccc([C@H](CNC(=O)[C@H](C)c2ccc3cc(OC)ccc3c2)N2CCCC2)cc1,(2R)-2-(6-methoxynaphthalen-2-yl)-N-[(2R)-2-(4-methoxyphenyl)-2-pyrrolidin-1-ylethyl]propanamide
CC(C)CN(CC(N)=O)C(=O)c1ccc(Cl)nc1,N-(2-amino-2-oxoethyl)-6-chloro-N-(2-methylpropyl)pyridine-3-carboxamide
CC(=O)C1CCC1,1-cyclobutylethanone
NC(=O)CC1CCN(C(=O)c2cn[nH]c2-c2cccc(Cl)c2)C1,2-[1-[5-(3-chlorophenyl)-1H-pyrazole-4-carbonyl]pyrrolidin-3-yl]acetamide
O=S(=O)(Cc1ccccc1)NC1CN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)C1,N-[1-[bis(4-chlorophenyl)methyl]azetidin-3-yl]-1-phenylmethanesulfonamide
Cc1cccc(C(=O)NC2CCC(Nc3ncc(C)c(N(C)C)n3)CC2)c1,N-[4-[[4-(dimethylamino)-5-methylpyrimidin-2-yl]amino]cyclohexyl]-3-methylbenzamide
COc1ccc(C(=O)NCC2(N(C)C)CCCCCC2)cc1,N-[[1-(dimethylamino)cycloheptyl]methyl]-4-methoxybenzamide
COc1ccc(OC)c(N=c2oc3c(C)ncc(CO)c3cc2C(=O)Nc2ccc(Cl)cc2)c1,"N-(4-chlorophenyl)-2-(2,5-dimethoxyphenyl)imino-5-(hydroxymethyl)-8-methylpyrano[2,3-c]pyridine-3-carboxamide"
OC(CN1CCOCC1)C(c1ccccc1)n1ccc2ccccc21,1-indol-1-yl-3-morpholin-4-yl-1-phenylpropan-2-ol
COc1cc(O)c2c(=O)c3c(OC)cc(OC)cc3oc2c1,"1-hydroxy-3,6,8-trimethoxyxanthen-9-one"
COc1cc(OC)c2c(C)[n+](-c3ccc(C)cc3C)c(C)cc2c1,"2-(2,4-dimethylphenyl)-6,8-dimethoxy-1,3-dimethylisoquinolin-2-ium"
CS(=O)(=O)Cc1ccc(C(=O)NC2CCN(Cc3ccccc3)C2)cc1,N-(1-benzylpyrrolidin-3-yl)-4-(methylsulfonylmethyl)benzamide
O=c1[nH]cc(O)o1,"5-hydroxy-3H-1,3-oxazol-2-one"
CCN(CC)S(=O)(=O)c1ccc(N(CCOC)CCOC)c([N+](=O)[O-])c1,"4-[bis(2-methoxyethyl)amino]-N,N-diethyl-3-nitrobenzenesulfonamide"
NC(=NO)c1cccnc1OCC1CCCCC1,2-(cyclohexylmethoxy)-N'-hydroxypyridine-3-carboximidamide
CC(=O)c1ccc(NC(=O)c2ncn[nH]2)cc1,"N-(4-acetylphenyl)-1H-1,2,4-triazole-5-carboxamide"
CC1CN(C(C)CO)C(=O)Cc2cc(NS(C)(=O)=O)ccc2OC1CN(C)Cc1ccc(Oc2ccccc2)cc1,"N-[5-(1-hydroxypropan-2-yl)-3-methyl-2-[[methyl-[(4-phenoxyphenyl)methyl]amino]methyl]-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]methanesulfonamide"
c1ccc(-n2cc(C3NCCc4nc[nH]c43)c(-c3ccncc3)n2)cc1,"4-(1-phenyl-3-pyridin-4-ylpyrazol-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine"
CC1C(O)CCCC1O,"2-methylcyclohexane-1,3-diol"
CC(=O)N1CCc2cc(S(=O)(=O)N3CCC(CC(=O)N4CCCCC4)CC3)ccc21,"2-[1-[(1-acetyl-2,3-dihydroindol-5-yl)sulfonyl]piperidin-4-yl]-1-piperidin-1-ylethanone"
CCOC(=O)Nc1ccc(N2CCN(C(=O)c3ccccc3)CC2)cc1,ethyl N-[4-(4-benzoylpiperazin-1-yl)phenyl]carbamate
C[S+](CCSCCC(N)C(=O)O)CCC(N)C(=O)O,(3-amino-3-carboxypropyl)-[2-(3-amino-3-carboxypropyl)sulfanylethyl]-methylsulfanium
Cn1c(CN2CCO[C@@H](CCc3ccncn3)C2)nc2ccccc21,(2S)-4-[(1-methylbenzimidazol-2-yl)methyl]-2-(2-pyrimidin-4-ylethyl)morpholine
COc1cccc(C(=O)CN2CCCCC2C(=O)NC(Cc2ccccc2)C(=O)NC(C=CCOC(=O)C(F)(F)F)C(C)C)c1,"[4-[[2-[[1-[2-(3-methoxyphenyl)-2-oxoethyl]piperidine-2-carbonyl]amino]-3-phenylpropanoyl]amino]-5-methylhex-2-enyl] 2,2,2-trifluoroacetate"
COc1c(C=C2SC(=S)N(C(C(=O)O)C(C)C)C2=O)cc2ccccc2c1OC,"2-[5-[(3,4-dimethoxynaphthalen-2-yl)methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]-3-methylbutanoic acid"
CC(C)C(N)CNc1ccc(C(N)=O)c(Br)c1,4-[(2-amino-3-methylbutyl)amino]-2-bromobenzamide
C=CC(=O)OCCC(OC(=O)c1ccccc1C(=O)O)C(O)CCl,2-(1-chloro-2-hydroxy-5-prop-2-enoyloxypentan-3-yl)oxycarbonylbenzoic acid
CCCCOc1ccc([C@]2(C)N=C(O)N(C)C2=O)cc1,"(5S)-5-(4-butoxyphenyl)-3,5-dimethylimidazolidine-2,4-dione"
Nn1c(COc2ccc(F)cc2)nnc1SCC(=O)N1CCN(Cc2ccc(Cl)s2)CC1,"2-[[4-amino-5-[(4-fluorophenoxy)methyl]-1,2,4-triazol-3-yl]sulfanyl]-1-[4-[(5-chlorothiophen-2-yl)methyl]piperazin-1-yl]ethanone"
O=C(N[C@H]1C[C@@H]1NC(=O)C1CCN(c2ccc(Cl)cn2)CC1)c1cnc[nH]1,"1-(5-chloro-2-pyridinyl)-N-[(1S,2S)-2-(1H-imidazole-5-carbonylamino)cyclopropyl]piperidine-4-carboxamide"
Cc1cccc(CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)c1,2-(1-adamantyl)-N-[2-[4-[(3-methylphenyl)methyl]piperazin-1-yl]-2-oxoethyl]acetamide
COCCOc1cc2ncnc(Nc3ccc(OC4CCN(C(=O)Nc5c(F)cccc5F)CC4)c(C)c3)c2cc1OCCOC,"4-[4-[[6,7-bis(2-methoxyethoxy)quinazolin-4-yl]amino]-2-methylphenoxy]-N-(2,6-difluorophenyl)piperidine-1-carboxamide"
O=C(CC(CCCC1CCCCC1)c1nc(C(=O)N2CCCC2)no1)NO,"6-cyclohexyl-N-hydroxy-3-[3-(pyrrolidine-1-carbonyl)-1,2,4-oxadiazol-5-yl]hexanamide"
CCNC1CCC(C)(C)CC1CN(C)CCOCC1CC1,"2-[[2-(cyclopropylmethoxy)ethyl-methylamino]methyl]-N-ethyl-4,4-dimethylcyclohexan-1-amine"
O=C1C=CCCCC1O,7-hydroxycyclohept-2-en-1-one
Cc1nc2ccc(S(=O)(=O)N(CC(C)C)CC(O)[C@@H](N)Cc3ccccc3)cc2[nH]1.N=COO,N-[(3S)-3-amino-2-hydroxy-4-phenylbutyl]-2-methyl-N-(2-methylpropyl)-3H-benzimidazole-5-sulfonamide;methanimidoperoxoic acid
C=C(C(=O)OCC)C(OCCC(=O)OCC)c1ccccc1Cl,ethyl 2-[(2-chlorophenyl)-(3-ethoxy-3-oxopropoxy)methyl]prop-2-enoate
O=C(c1cc2c(s1)CCC2)N1CCC(c2cnccn2)CC1,"5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl-(4-pyrazin-2-ylpiperidin-1-yl)methanone"
CN(Cc1ccc(Br)s1)C(=O)c1cccc(NC(N)=O)c1,N-[(5-bromothiophen-2-yl)methyl]-3-(carbamoylamino)-N-methylbenzamide
CCN(CC)CC(=O)Nc1cc2cc(-c3cn(C)nn3)ccc2cn1,2-(diethylamino)-N-[6-(1-methyltriazol-4-yl)isoquinolin-3-yl]acetamide
