rep_1,rep_2,question,answer,task
iupac,smiles,"Between CN1/C(=C(\O)c2ccc3ccccc3c2)C(=O)c2ccc(N3CCCC3)cc2S1(=O)=O and CC(C(=O)N(C)Cc1ccccc1)n1sc2ccccc2c1=O, which is more similar in structure to O=c1c2ccc(F)cc2nc(C=Cc2cccnc2)n1Cc1ccccc1?",B,chemical_similarity
iupac,smiles,"Given CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c([C@H]3CCCN(S(=O)(=O)c4cc5ccccc5o4)C3)cc12, select the molecule that is more chemically similar: C#CC(C)n1cnnc1 or CC12CN1C(=N)C1OC12.",B,chemical_similarity
iupac,smiles,Compare CCCCCNC(=O)C(Cc1ccc(OCC(=O)O)cc1)NC(=O)CCC(=O)O and C#CC1(C=O)CC(=O)N1 to O=C1c2cc(Cl)ccc2CN1CCCCBr. Which is more chemically similar?,A,chemical_similarity
iupac,smiles,Determine whether O=C1c2ccccc2C2(c3cccc4c3C=CC4)SCCCN12 or COc1cc(C=C(C#N)C(=O)c2cn(C)c3ccccc23)cc(OC)c1OC is more chemically similar to COc1ccc(S(=O)(=O)N(CCO)CCOC2CC(c3ccc4c(c3)OCO4)C=C(C(=O)NCc3nc4ccccc4[nH]3)O2)cc1.,B,chemical_similarity
iupac,smiles,Compare C[C@@H](Oc1ccc2c(-c3ccccc3)cc(=O)oc2c1)C(=O)Oc1ccc2c(-c3ccccc3)cc(=O)oc2c1 and CNCC1CCCc2sc(-c3ccccn3)nc21 to Cn1nc2c(c1C(=O)N1C3CCC1CC(O)(c1ccc4c(c1)OCO4)C3)CCCC2. Which is more chemically similar?,B,chemical_similarity
iupac,smiles,Assess the chemical similarity of COc1cccc(C[C@H](NC(C)=O)C(=O)NC2CCN(C(=O)Nc3ccccc3C)CC2)c1 and CCN(Cc1ccccc1)C(=O)c1cc(NC(=O)CC(C)C)cnc1N1CCNCC1 to Cc1ccc[n+]([O-])c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1. Which is more similar?,A,chemical_similarity
smiles,iupac,Assess the chemical similarity of O=C1C=CC2=C3c4cc(O)c(O)cc4CC3(O)COC2=C1O.Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1 and N#CC1CN=COCO1 to CNc1ccc(-c2cc(=O)c3cc(OCCOCCOCCF)ccc3o2)cc1. Which is more similar?,A,chemical_similarity
iupac,smiles,"Which molecule shares greater structural similarity with C[C@@H](Sc1ncnc2ccccc12)C(=O)Nc1ccc2ccccc2c1, C[C@H](CO)N=c1[nH]c(-c2ccncc2)cc(=Nc2ccc(F)cc2F)[nH]1 or CC1SCC(c2noc(CON)n2)SC1C?",A,chemical_similarity
iupac,smiles,"Between the two options, CCOCc1nc2c(c(NC(CC)c3ccnn3C)n1)CCNCC2 and O=C(NC1(c2ccccc2)CCN(C(=O)OCc2ccccc2)CC1)OCCCCl, which better matches CC[C@H](C)CN1C(=O)[C@H]2N(C(=O)[C@@H](O)C(Cc3ccccc3)NC(=O)c3cccc(O)c3C)CC(F)(F)C21C chemically?",B,chemical_similarity
iupac,smiles,Which molecule is more chemically similar to Cc1ccc(C)c(-c2cc3c4nn(CC(=O)Nc5ccc(C)c(Cl)c5)c(=O)n4ccn3n2)c1: O=C(CN1CCCCC1)N1CCC[C@@H](N2CCN(c3cccc(Cl)c3)CC2)C1 or Nc1ccc(O)o1?,A,chemical_similarity
smiles,iupac,Which compound more closely resembles CCc1csc(C2CCCN(C(=O)COc3cc(C)on3)C2)n1: N#CC(C=O)COC=O or CC1=CC(C)CNC1=O?,B,chemical_similarity
iupac,smiles,Determine whether c1coc([C@H](CNc2ncnc3sccc23)N2CCCCC2)c1 or Nc1nc(Cc2cccc(C(F)(F)F)c2)nc2cn(-c3ccccc3)nc12 is more chemically similar to O=C(O)c1c(Sc2ccc3c(c2)OCO3)c2ccccc2n1Cc1ccc2c(c1)OCO2.,B,chemical_similarity
iupac,smiles,Which molecule is more chemically similar to CCc1cc(C(F)(F)F)n2nc([C@@H]3CCCN3Cc3cccc(OCCOC)c3)cc2n1: Cc1ccc(Cl)cc1-n1c([O-])c(/C=N/CCC[NH+]2CCOCC2)c(=O)[nH]c1=O or O=C1CC(N2CCCCC2)C(=O)N1CCc1ccccc1?,B,chemical_similarity
iupac,smiles,"Which molecule shares greater structural similarity with O=C1CCCN1c1cc(S(=O)(=O)n2nnc3ccccc32)ccc1[N+](=O)[O-], COc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1Cl or O=C(C1CC1)N1CCC2(CC1)N(CC1CC1)C(=O)C[S@@]2=O?",A,chemical_similarity
smiles,iupac,"Between the two options, Cc1cc(C(C)(C)C)ccc1OCCn1cnc2ccccc2c1=O and CCNc1nc(N)nc(Oc2ccc(OCC(=O)OC)nn2)n1, which better matches Cc1ccc(C)c(N2CCN(C(=O)c3ccc(N4CCSc5ccccc54)s3)CC2)c1 chemically?",A,chemical_similarity
iupac,smiles,"Which molecule shares greater structural similarity with Cc1ccc(C)c2[nH]c(=O)c([C@H](c3nnnn3Cc3ccccc3)N3CCCc4ccccc43)cc12, CC=CCC(NC(=O)OC(C)(C)C)C(=O)O or O=C1NCCCC1Nc1nc2ccc([N+](=O)[O-])cc2[nH]1?",B,chemical_similarity
iupac,smiles,"Given O=c1[nH]c(N2CCOCC2)nc2c1CCC21CCN(c2cnccn2)CC1, select the molecule that is more chemically similar: NS(=O)(=O)c1ccc2c(c1)CCN2C(=O)C1CCOC1 or O=C(CSc1nnc(-c2ccc[nH]2)o1)N1CCc2sccc2[C@@H]1c1cccs1.",A,chemical_similarity
iupac,smiles,Identify which molecule is more similar to O=C(CSc1nnc(-c2ccc(Cl)cc2)o1)Nc1ccc(I)cc1: CCOCCCN(C(=O)C1CC1)[C@@H](C)C(=O)c1c(C)[nH]c(C(=O)OC)c1C or CN1CCCC1C1CNC(=O)O1.,A,chemical_similarity
iupac,smiles,Which compound more closely resembles O=C(CCCCNc1ccccc1)Nc1ccc(Cl)cc1: CCC[C@H](C)c1cc(NS(=O)(=O)c2ccc3c(c2)OCCCO3)n[nH]1 or Cc1nn(C)c(C(=O)NNC(=S)NCC(C)C)c1Cl?,B,chemical_similarity
iupac,smiles,Compare CC(C)(CC(=O)O)NC(=O)C(NC(=O)OCC1c2ccccc2-c2ccccc21)c1ccccc1 and C=CCN1CC2(CCC1=O)CCN(C(=O)c1ncoc1C)CC2 to NCCNCC(=O)Nc1cccc(Br)c1. Which is more chemically similar?,A,chemical_similarity
iupac,smiles,Which molecule is more chemically similar to CC(=O)c1ccc(NC(=O)CCN2CCN(c3ccc(Br)cn3)CC2)cc1: C#CCC(C)(C)C=O or COc1cccc(N2C[C@H](C(=O)OCC(=O)Nc3cccc(C(C)=O)c3)CC2=O)c1?,B,chemical_similarity
smiles,iupac,Determine whether OCC1C2C=CCOC21 or CCOc1cc(C(=O)NC(=S)Nc2ccc(Nc3ccc(OC)cc3)cc2)cc(OCC)c1OCC is more chemically similar to Cc1ccccc1-c1c(O)c(C)nn(CCc2ccccc2)c1=O.,B,chemical_similarity
iupac,smiles,"Between the two options, CCOC(=O)CNC(=O)NC1C2OC(c3ccccc32)C1O and C#CC1(C)C=CC(=O)O1, which better matches O=C(O)c1cc(F)cc(C(=O)C=Cc2cc(Cl)ccc2Cl)c1O chemically?",A,chemical_similarity
iupac,smiles,"Given CS(=O)c1ccc(NC2CCN(COC(C)(C)C)CC2)c(N)c1, select the molecule that is more chemically similar: N#Cc1cc(NS(=O)(=O)c2cccs2)ncc1Br or CN(Cc1cccc(N)c1)C(=O)c1ccc(Cl)cc1F.",B,chemical_similarity
smiles,iupac,Which molecule is more chemically similar to COc1ccccc1N1CCN(CC(=O)Nc2ccccc2Sc2ccccc2)CC1: N=Cc1cc(N2CCOCC2)nc2ccc(-c3ccc(N4CCOCC4)cc3)cc12 or O=C(CSc1nnc(N2CCOCC2)n1-c1ccccc1)Nc1cccc2ncccc12?,B,chemical_similarity
iupac,smiles,Assess the chemical similarity of COc1cccc(NC(=O)COC(=O)[C@H]2CC(=O)N([C@H](C)c3ccccc3)C2)c1 and C[C@H](c1nc2c(s1)CCCC2)n1cc(-c2ccc(CO)o2)nn1 to O=C(Nc1ccccc1)c1cc2n(n1)CCN(C(=O)CCn1cnnn1)C2. Which is more similar?,A,chemical_similarity
smiles,iupac,"Between the two options, C=CCOC(C)(C)C[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H]([C@H](O)[C@H](C)CC=CC)C(=O)N[C@@H](CC)C(=O)N(C)C(CC(C(=O)OC)C(=O)OC)C(=O)N1C and COc1ccccc1O[C@@H](C)C(=O)N[C@H](C)c1ccccc1, which better matches O=C(c1noc2c1CCCCC2)N1CCOCC1 chemically?",B,chemical_similarity
smiles,iupac,"Given Cc1cccc(Cl)c1NC(=O)N1CCCN(c2ncccc2C(F)(F)F)CC1, select the molecule that is more chemically similar: O=C(c1ccc(Cl)c(F)c1)c1c[nH]c2ccccc12 or CCCCN(C(=O)C(C)C)c1nc(C)c(C)o1.",A,chemical_similarity
iupac,smiles,Compare Cc1nc([C@@H](C)N[C@H](c2cccc(C(F)(F)F)c2)C2CC2)no1 and COC(=O)C(CCSC)NC(=O)c1cc2c(n(-c3ccc(C)cc3)c1=O)CCCC2=O to O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CS(=O)(=O)CC3)cn1. Which is more chemically similar?,A,chemical_similarity
iupac,smiles,Compare CCCCCCC[C@H]1SC(=NN=Cc2ccco2)NC1=O and [NH2+]=C1CC(CC(=O)[O-])N1 to O=C(NNC(=O)c1cccc(Cl)c1)NNC(=O)c1cccc(Cl)c1. Which is more chemically similar?,A,chemical_similarity
smiles,iupac,"Which molecule shares greater structural similarity with O=C1CSC(=S)N1Cc1nnc(-c2ccccc2F)o1, O=C(O)c1ccccc1NC1=CCCCC1 or Cc1ccc(OS(=O)(=O)c2cc(C)ccc2C)c([N+](=O)[O-])c1?",A,chemical_similarity
iupac,smiles,"Between N#Cc1ccc(-c2cc(F)ccc2CC2=Nc3c(cnn3C3CCC(F)(F)CC3)C(=O)C2)cn1 and CC(C)[C@@H](NC(=O)c1ccccc1)c1nnc(SCC(=O)Nc2cc(Cl)cc(Cl)c2)n1C, which is more similar in structure to CCOc1ccc(NC(=O)CSc2c([O-])on[n+]2C)cc1?",B,chemical_similarity
iupac,smiles,"Which molecule shares greater structural similarity with C1CC1c1nn[nH]n1, Cc1nc(CC(=O)N[C@@H](c2ccc(C(C)(C)C)cc2)C(C)C)cs1 or OC12CC3CC(C1)C3C2?",B,chemical_similarity
iupac,smiles,Which molecule is more chemically similar to Cc1ccccc1OCc1nnc(SCC(=O)Nc2ccc(N3CCOCC3)cc2)n1C: Nc1ccc2nc(-c3cccc(-c4nc5ccc(N)cc5[nH]4)n3)[nH]c2c1 or O=C(COCc1ccc2ccccc2c1)Nc1cccc([N+](=O)[O-])c1?,B,chemical_similarity
iupac,smiles,"Between the two options, CCc1ccccc1N(CC(=O)N(Cc1cccc(OC)c1)[C@H](C)C(=O)NC(C)(C)C)S(=O)(=O)c1ccccc1 and O=C(c1ccco1)N1CCN(C(c2ccccc2Cl)c2nnnn2Cc2cccs2)CC1, which better matches COCCOCCCOCc1c(N)cccc1Br chemically?",A,chemical_similarity
iupac,smiles,Identify which molecule is more similar to CCOc1ccc(S(=O)(=O)NCc2cccnc2)cc1: Cc1cc(C)c(C)c(OCCCNC(=O)N2CC[C@@H](C(N)=O)C2)c1 or Nn1c(Cc2ccccc2)nc2scc(-c3ccc(Cl)cc3)c2c1=O.,B,chemical_similarity
iupac,smiles,Identify which molecule is more similar to CC1=C(C(=O)OC2CCCCC2)[C@@H](c2cccc(Cl)c2Cl)CC(=O)N1: C1=CC2N3C1C3C21CO1 or CC(C)CC(NCC1CCCN1C(=O)OCc1ccccc1)C(=O)NCC(N)=O.,B,chemical_similarity
smiles,iupac,Determine whether CCCOc1ccc(-c2ncsc2C)cc1 or CCc1ccccc1-n1c(C)cc(/C=C2\C(=O)N=C(O)N(c3ccc(Br)cc3)C2=O)c1C is more chemically similar to CCN(Cc1nccn1C)Cc1c(C(=O)N2CCOCC2)nc2ccccn12.,B,chemical_similarity
iupac,smiles,"Between the two options, OC1CC(C=CF)OC1O and CC(C)(C)c1cc(C(=O)N2CCC(n3nnc(C(=O)O)c3C(F)F)CC2)[nH]n1, which better matches C=CCn1c(COc2ccccc2F)nnc1S[C@H](C)C(=O)NC(N)=O chemically?",B,chemical_similarity
iupac,smiles,Determine whether CN1CCN(C(=O)C(=O)Nc2ccccc2CN(C)C(=O)OC(C)(C)C)CC1 or CCOc1c(C#N)cc(Br)cc1CNCCCNc1cc(O)c2ccccc2n1 is more chemically similar to Cn1c(=O)c(-c2ccccc2)nc2ccccc21.,B,chemical_similarity
iupac,smiles,Compare CN1C2C3C2C(C)(C)C31 and CC(C)N(Cc1nc(-c2ccc(Cl)cc2)no1)C(=O)CCCN1C(=O)c2ccccc2C1=O to CCn1c2c(c(=O)[nH]c1=O)[C@H](c1ccc(Cl)cc1Cl)C1=C(N2)c2ccccc2C1=O. Which is more chemically similar?,B,chemical_similarity
smiles,smiles,Identify which molecule is more similar to N#CC#CCNC=O: c1ccc(N(c2ccccc2)c2cc(Oc3cccc(-n4c5ccccc5c5ccccc54)c3)cc3ccccc23)cc1 or FC1(F)C2c3ccccc3C(Br)c3ccccc3C21.,A,chemical_similarity
smiles,smiles,"Between Nc1nc(O)c(O)[nH]1 and O=C(O)c1cc(C=Cc2ccc(Br)cc2)nc2ccc(Br)cc12, which is more similar in structure to CC[C@@H](Oc1ccc2ccccc2c1)C(=O)N[C@@H](CC(C)C)c1ccc(OC)cc1?",B,chemical_similarity
smiles,smiles,"Given CNC(=O)CCCC#N, select the molecule that is more chemically similar: CNCc1cccc(CC(=O)Nc2nnc(CCCCc3nnc(NC(=O)Cc4ccccc4)s3)s2)c1 or CC1CC(C(C)O)C1.",A,chemical_similarity
smiles,smiles,Which compound more closely resembles CNC(=O)C(O)C(C)C: CC1(C)OC1(C#N)C=O or CCc1ccc(-c2nc(SCC(=O)NCC3CCCO3)c(-c3ccc(C)cc3)[nH]2)cc1?,B,chemical_similarity
smiles,smiles,"Between CCC(C=O)(CO)OC and CC(C)[C@@H](N)C(=O)OC(C)C(C)(C)C, which is more similar in structure to N#CC1C2NCC12C=O?",A,chemical_similarity
smiles,smiles,"Between CN(C)c1ncc2c(n1)[C@]1(CCCN(Cc3nc4ccccc4n3C)C1)CC2 and COC(=O)c1ncn2c1C(=O)N(Cc1ccccc1F)[C@@](C)(C(=O)NCc1ccccc1OC)C2, which is more similar in structure to Cc1cc(=O)c(C2CNCCN2)c[nH]1?",B,chemical_similarity
smiles,smiles,"Which molecule shares greater structural similarity with CC(=O)CCC(=O)OCCCCCCOP(=O)(OCCC#N)OCC(C)(CO)CO, CC12C=CC(C)(C1)C2=O or Cc1n[nH]c(C)c1CN1C[C@H]2COCC[C@@]2(O)[C@@H]2COCC[C@@H]21?",A,chemical_similarity
smiles,smiles,"Which molecule shares greater structural similarity with C1=C\Cc2ccc3c(c2N(c2cccc(-c4ccccc4)n2)C\C=C/1)c1ccccc1n3-c1cccc(-c2ccccc2)n1, COc1ccc(S(=O)(=O)N(C)c2ccc(C(=O)NC(C)(C)C)c(Cl)c2)cc1 or COC(=O)C1CC(OC(=O)CN(C)C)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C?",B,chemical_similarity
smiles,smiles,Compare Cc1cc(CN(C)C(=O)c2cc(Cl)sc2Cl)no1 and COC1CC(O)C2NC12 to CCN/C(=N\CCCOC1CCCCC1)NC1CC2CCC1O2. Which is more chemically similar?,B,chemical_similarity
smiles,smiles,"Which molecule shares greater structural similarity with COc1ccc(S(=O)(=O)NCCNc2ccc([N+](=O)[O-])cc2C#N)cc1, COc1cc(CNCCN2CCOCC2)ccc1OCc1ccc(C)cc1 or CN1CCCC(Cn2ccccc2=O)C1?",A,chemical_similarity
smiles,smiles,Which compound more closely resembles C#CC1OC1C(=O)CO: CC1COc2ncoc21 or N#Cc1ccc(-c2scc3c2C(=O)OC32CCN(Cc3ccccc3)CC2)cc1?,B,chemical_similarity
smiles,smiles,Identify which molecule is more similar to OC1CC=CCC2NC12: COc1cc(/C=C\C(=O)OCC(=O)Nc2cc(Cl)ccc2C)ccc1OC(F)F or CCOc1ccccc1NC(=O)COc1ccc(/C=C2\SC(=S)N(c3ccc(Cl)cc3)C2=O)cc1OC.,A,chemical_similarity
smiles,smiles,"Given OC12C3CC(C31)C21CN1, select the molecule that is more chemically similar: COCCC(=O)N[C@@H](C)C=Cc1cnc(Oc2ccc(OCC3CC3)cc2Cl)s1 or CCOC(=O)C1=C(c2ccc(S(=O)(=O)[O-])c(N)c2)NC(=S)NC1C.",B,chemical_similarity
smiles,smiles,Identify which molecule is more similar to CCCCNc1ncc2c(-c3ccc(CN4CCN(CCCOCCCc5ccccc5Oc5cccc6c5C(=O)NC(=O)C6=O)CC4)cc3)c[nH]c2n1: CN(C[C@@H]1CCCN2CCCC[C@H]12)C(=O)[C@H]1CC(=O)N(Cc2ccco2)C1 or Cc1nc(N2CCN(C(=O)C3CCCCC3)CC2)c2c3c(sc2n1)CCCC3.,A,chemical_similarity
smiles,smiles,Which compound more closely resembles O=S(=O)(NCCCCN1CCC2CCCCC2C1)c1cnc2ccccc2c1: CC(C)c1ccc(S(=O)(=O)N2CCN(C(=S)NCc3ccco3)CC2)cc1 or O=C1CCCN1Cc1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1F?,A,chemical_similarity
smiles,smiles,Determine whether CCCCCCCCCCCCCCCCN(CCNC(C)=O)CC(=O)OCCC or CC12CCC1(C#N)C2 is more chemically similar to CC1C(=NO)CC2CC21.,B,chemical_similarity
smiles,smiles,Assess the chemical similarity of CCCCC(N)C#N and Cc1cc(Br)ccc1NC(=O)CN(C)C(=O)C(=O)NCc1ccc(F)cc1 to ON=C1CC2(CN2)C1. Which is more similar?,B,chemical_similarity
smiles,smiles,"Between CC1=CC2(C)CC1CO2 and CCOC(=O)N1CCN([C@@H](c2ccccc2F)c2sc3nc(CC)nn3c2O)CC1, which is more similar in structure to CCCCc1ccc(NC=NO)cc1?",B,chemical_similarity
smiles,smiles,Identify which molecule is more similar to COc1occc1-c1nccn1N: O=CNC12CCC1OC2 or CC(C)C(=O)Nc1ncc(S(=O)(=O)Cc2ncc(C(C)(C)C)o2)s1.,B,chemical_similarity
smiles,smiles,Identify which molecule is more similar to CCC(CC)CC1CC1: CC1C=CC2CC2CO1 or COc1cc(OC)cc(C(=O)N(CC(=O)N2CCc3sccc3[C@H]2c2ccc(Cl)cc2Cl)Cc2ccco2)c1.,A,chemical_similarity
smiles,smiles,Which compound more closely resembles O=CN1C2CC1C2: CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCc2c(C(=O)O)cc(-c3ccncc3)cc21.CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCc2c(C(N)=O)cc(-c3ccncc3)cc21 or c1c[nH]c(C2CCN(CCOc3ccc(Oc4nc5ccccc5s4)cc3)CC2)c1?,B,chemical_similarity
smiles,smiles,Which compound more closely resembles N#Cc1cccc(-c2cc(Nc3ccc4[nH]ncc4c3)nc(N3CCOCC3)n2)c1: CCC(N/C=C(/C#N)C(=O)N(C)C1CCN(C)CC1)c1ccc2c(c1)CCCC2 or Cc1cnc(CNc2ccc(N)c3nonc23)s1?,A,chemical_similarity
smiles,smiles,Identify which molecule is more similar to O=C(c1ccncc1)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1: CC[C@H]1CN(C(=O)CNC)CCC(=O)N1Cc1ccccc1 or C[C@H](NC(=O)[C@@H](C)Sc1nc2ccccc2[nH]1)[C@H]1C[C@@H]2CC[C@@H]1C2.,A,chemical_similarity
smiles,smiles,"Which molecule shares greater structural similarity with COc1ccccc1Oc1ncc(-c2cccc(Cl)c2)cc1C#N, Nc1n[nH]cc1C=O or NCCOCCOc1cc(N)nc2ccccc12?",B,chemical_similarity
smiles,smiles,"Between NC(=O)C1CCN(C(=O)Cn2ccc3cc(Cl)ccc32)CC1 and CN(CO)c1nc(N(C)CO)nc(N(C)CO)n1, which is more similar in structure to Cc1cc2c(o1)CCO2?",A,chemical_similarity
smiles,smiles,Determine whether Cc1nn(-c2nc3ccccc3s2)c2c1C(=O)CC(C)(C)C2 or CC(C)(C)[C@@H](NC(=O)Cn1nnc(COc2ccccc2)n1)c1cccs1 is more chemically similar to O=C(OCc1nc2cc(C(F)(F)F)ccc2o1)c1cccnc1.,B,chemical_similarity
smiles,smiles,Which compound more closely resembles Nc1cc(O)coc1=O: CN1C(=O)CC[C@H](C(=O)NCc2cccs2)[C@H]1c1cccs1 or CC(NC1CC(O)C1(C)C)c1ccc(O)cc1F?,B,chemical_similarity
smiles,smiles,Determine whether Cc1nc2c(=O)n(CC(=O)Nc3ccc(C(N)=O)cc3)nc(-c3cccs3)c2s1 or CCCn1c(SCC(=O)N[C@@H]2CCC[C@H](C)[C@@H]2C)n[nH]c1=O is more chemically similar to C[C@H]1CCC[C@H](C)N1/N=C/c1ccc(Cl)cc1.,B,chemical_similarity
smiles,smiles,Determine whether O=C1NCCC2CC2O1 or Cc1cccc(C(C)C)c1NC(=O)COC(=O)COc1ccc2c(C)cc(=O)oc2c1 is more chemically similar to CCn1c2ccccc2c2cc(NS(=O)(=O)c3ccc(C)c(C(=O)NCCOC)c3)ccc21.,B,chemical_similarity
smiles,smiles,"Which molecule shares greater structural similarity with CC1(C)CC(=O)C=C1N, Cn1c(N2CCN(Cc3ccccc3)CC2)c(C#N)c(=O)n(C)c1=O or O=C(Cc1ccc(Cl)cc1)N1CC[C@](O)(CN2CCN(c3ncccn3)CC2)[C@@H](O)C1?",A,chemical_similarity
smiles,smiles,Compare O=C(O)CCn1c(-c2nc3ccccc3s2)csc1=O and COc1ccc(CN2C(=O)c3ccccc3C2=O)cc1C(=O)N(C)C1CCNC1 to O=c1c2sccc2n(CCOc2ccccc2)c(=O)n1CCc1ccccc1. Which is more chemically similar?,A,chemical_similarity
smiles,smiles,Determine whether CCNC(=O)c1cc(S(=O)(=O)Nc2ccc(Br)cc2)ccc1C or O=C1C=CC2CC(=O)N12 is more chemically similar to CC12C3C4CN3C1(C)C42.,B,chemical_similarity
smiles,smiles,"Between COc1cc(NC(=O)CCC2CCCN(C(=O)c3ncc[nH]3)C2)cc(OC)c1 and CCCc1ccc(NC(=O)c2ccc(C)c(Br)c2)cc1, which is more similar in structure to CCN/C(=N\CC(C)c1ccsc1)NCCCCC(=O)OC.I?",B,chemical_similarity
smiles,smiles,Identify which molecule is more similar to c1ccc(-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3ccc(-c4ccc5c(c4)c(-c4ccccc4)c(-c4ccccc4)n5-c4ccc(-c5ccccc5)cc4)cc3)cc2)cc1: CCn1nc(C)c(Br)c1CN1CCC(N(C)C)C1 or CC(C#N)NC1COC1.,A,chemical_similarity
smiles,smiles,"Given CCC1COC(C)(C)C1, select the molecule that is more chemically similar: Cc1c/c(=N\NC(=O)c2ccncc2)n2nc(N)sc2n1 or O=C(C1CC1)N1CCc2sc(S(=O)(=O)NCc3cccc(F)c3)cc2C1.",B,chemical_similarity
smiles,smiles,"Between the two options, Cn1nccc1C(=O)N[C@@H]1CC[C@H](O)[C@@H](N2CCc3ccccc3C2)[C@@H]1O and CCN(C[C@H](O)c1cccc(O)c1)C(=S)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1, which better matches CC(C)C(O)(C#N)C=O chemically?",B,chemical_similarity
smiles,smiles,Assess the chemical similarity of CCCC(C)NC(=O)c1cc(S(=O)(=O)NC(C)(C)C)ccc1Br and CN(c1ccc(N(c2cccc3ccccc23)c2cccc3ccccc23)cc1)c1c2ccccc2cc2ccccc12.CN(c1ccc(N(c2cccc3ccccc23)c2cccc3ccccc23)cc1)c1ccc2cc3ccccc3cc2c1.CN(c1ccc(N(c2cccc3ccccc23)c2cccc3ccccc23)cc1)c1cccc(-c2ccccc2)c1 to COc1cc(-c2nc3cnccn3c2Nc2ccccc2)ccc1O. Which is more similar?,B,chemical_similarity
smiles,smiles,Which compound more closely resembles C1CC2C3C4CC3(C1)C24: CCN1CCCc2cc(CN(CCN3CCOCC3)C(=S)Nc3ccc(OC)c(OC)c3)ccc21 or CC(=O)N1CCN(c2nc3ccccc3[nH]2)CC1?,A,chemical_similarity
smiles,smiles,Which molecule is more chemically similar to C#CC12COC1CC2C: CCCOc1cc(C)c2c(c1C)CC(C(C)C(=O)Nc1nccs1)CC2 or CC(C)Oc1ccc(C(F)(F)F)c2cc(C(=O)N(C)C(=N)N)[nH]c12.CS(=O)(=O)O?,A,chemical_similarity
smiles,smiles,Assess the chemical similarity of CC1=CC(=O)C(=NO)C1 and COC(C=O)C(N)=O to CC1(O)C2OCC21CO. Which is more similar?,A,chemical_similarity
smiles,smiles,"Between the two options, CCOC(=O)c1ccc(NC(=O)[C@@H](C)N(c2ccc(F)cc2)S(C)(=O)=O)cc1Cl and CCN1CC(O)C1C#N, which better matches C#CCNC(C#C)C=O chemically?",B,chemical_similarity
smiles,smiles,"Given Cc1ccc(/C=C2/SC(=S)N(CCC(=O)Nc3ncc(Cc4cccc(C(F)(F)F)c4)s3)C2=O)cc1, select the molecule that is more chemically similar: CC(C)n1ncoc1=N or CC(C)N1C(=O)C[C@@H](NC(=O)c2cc3cccc(F)c3o2)C1=O.",B,chemical_similarity
smiles,smiles,Compare COC(=O)COc1ccccc1CN1CCC[C@H]1c1ccc(C(N)=O)s1 and CCOC(=O)C1=CCCCC1S(=O)(=O)Nc1ccccc1 to c1c[nH]c(C2CN2)n1. Which is more chemically similar?,A,chemical_similarity
smiles,smiles,Compare O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2cc(CO)ccc2c1 and COc1cc(C(=O)O)cc(I)c1OCc1ccccc1Cl to CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC(=O)OC(COCCCCCCCCC)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O. Which is more chemically similar?,B,chemical_similarity
smiles,smiles,Which molecule is more chemically similar to N#CC1NCC=C1CO: CCO[Si](CCC/N=C(\N)NCCC[Si](OCC)(OCC)OCC)(OCC)OCC or NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccccc2)c1?,B,chemical_similarity
smiles,smiles,Determine whether O=C1CC23CC4C2CC143 or Cc1cc(OCC2(CC(=O)N(C)Cc3ccccc3)CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)ccc1Cl is more chemically similar to C#Cc1ccon1.,B,chemical_similarity
smiles,smiles,"Which molecule shares greater structural similarity with CCCN(CC(=O)Nc1ccccc1C)C(=O)C1CC(=O)N(c2ccc(CC)cc2)C1, Cc1noc(-c2nnn(-c3ccc(C)c(F)c3)c2C)n1 or Cc1cccc(C)c1NC(=O)c1ccc(N2C(=O)[C@H]3CC=CC[C@H]3C2=O)cc1?",B,chemical_similarity
smiles,smiles,Compare C[C@@H](C(=O)Nc1ccc(C#N)cc1)[NH+]1CCc2ccccc2C1 and COc1cccc(-c2nnc(SCC(=O)c3ccc4c(c3)CCC(=O)N4)n2Cc2ccco2)c1 to COCC1OCC2NC21. Which is more chemically similar?,B,chemical_similarity
